target,capacity,fitness,avg_eff,max_p,max_w,mean,min_p,min_w,std,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,w_40,w_41,w_42,w_43,w_44,w_45,w_46,w_47,w_48,w_49
GA_1.0,7622,254.93997192382812,1.1799999475479126,981.0,995.0,544.8200073242188,3.0,18.0,285.7453308105469,896,342,268,97,724,613,617,835,653,740,359,960,831,486,949,3,119,832,934,648,732,402,615,195,668,36,981,975,391,850,434,467,882,359,220,459,216,324,647,716,161,100,756,777,188,319,428,774,186,368,834,875,981,556,518,69,659,783,522,797,665,217,885,710,391,550,782,18,418,664,46,475,945,858,839,604,185,832,931,600,986,190,734,185,489,664,752,62,248,54,79,480,595,592,995,234,826,588,402,586
GA_1.0,18640,8458.15234375,1.1399999856948853,981.0,995.0,505.739990234375,3.0,23.0,296.1736145019531,896,342,959,97,57,508,300,557,653,740,64,960,831,675,359,3,243,69,934,688,959,446,615,462,668,36,981,975,462,850,434,467,285,925,220,459,73,324,980,716,685,100,461,385,188,576,428,279,186,384,939,875,616,556,518,69,659,89,438,48,763,433,516,951,391,216,782,702,418,664,46,475,945,538,839,604,185,832,632,912,622,71,23,185,838,664,752,62,248,54,79,480,595,592,995,912,575,310,300,622
GA_1.0,7748,4819.1298828125,0.5600000023841858,981.0,965.0,552.780029296875,3.0,46.0,272.9373779296875,896,342,762,97,724,613,300,835,653,740,739,960,831,675,359,3,119,69,837,648,327,446,370,51,668,512,981,979,462,414,434,690,882,359,220,459,958,324,980,855,835,100,449,385,188,576,428,279,684,368,959,875,542,556,518,69,659,783,522,206,763,433,885,870,391,550,782,702,766,292,46,475,371,538,839,604,185,832,632,912,829,226,734,185,838,664,958,153,248,965,79,673,595,635,170,912,575,310,485,622
GA_1.0,9410,5417.98974609375,1.2599999904632568,981.0,995.0,519.530029296875,3.0,18.0,302.7973937988281,896,342,268,97,724,613,617,835,653,740,359,960,831,486,949,3,243,69,934,648,732,745,615,195,668,36,981,115,391,850,838,467,882,359,220,459,216,324,980,855,161,100,756,777,188,576,428,338,186,368,834,875,21,556,837,69,659,271,522,797,665,433,885,710,391,216,782,18,418,664,46,475,945,858,839,604,185,310,931,912,986,190,23,243,489,800,958,62,248,54,79,480,595,592,995,234,826,310,402,586
GA_1.0,7508,4957.431640625,0.8799999952316284,980.0,986.0,550.4199829101562,64.0,46.0,268.3089294433594,896,342,762,666,724,508,300,557,653,740,64,960,831,675,359,426,119,69,837,648,959,446,337,462,668,512,730,975,462,414,434,690,882,925,220,459,958,324,980,855,685,100,449,385,209,576,428,279,186,384,939,875,616,556,518,173,659,783,522,48,763,433,885,951,391,550,782,702,766,687,46,475,327,538,839,787,185,832,501,912,986,226,734,185,838,664,752,153,248,54,79,673,595,416,170,912,575,310,300,622
GA_1.0,19123,109.89082336425781,1.6999999284744263,999.0,986.0,551.1699829101562,62.0,7.0,279.0486145019531,141,225,557,386,716,789,617,603,873,108,611,502,919,485,767,794,834,832,484,688,505,402,337,577,831,66,206,975,391,801,838,694,770,925,999,65,216,610,647,968,120,713,756,500,62,319,964,338,912,384,939,124,21,86,261,855,172,271,438,435,783,217,786,835,618,162,792,673,756,549,830,560,782,799,897,102,856,310,931,612,986,574,302,243,489,186,450,848,840,501,560,7,792,537,389,110,403,644,396,586
GA_1.0,10273,5769.29248046875,0.6200000047683716,980.0,959.0,548.9600219726562,64.0,46.0,252.79754638671875,896,342,762,666,724,508,300,557,653,740,64,511,831,675,359,426,119,69,837,648,959,446,337,462,668,512,730,979,462,414,434,690,882,359,220,459,958,324,980,855,835,100,461,385,209,576,428,279,186,368,959,875,542,556,518,173,659,783,522,206,763,433,885,870,391,550,782,702,574,687,46,475,371,538,839,604,185,832,501,600,829,71,734,185,838,800,958,848,248,483,79,673,595,416,170,912,575,310,485,622
GA_1.0,10702,6191.06201171875,0.9899999499320984,981.0,995.0,560.7899780273438,3.0,18.0,297.73419189453125,896,342,268,97,724,789,617,835,653,740,359,960,831,486,949,3,243,69,934,648,732,402,615,195,668,512,981,115,325,850,838,467,882,925,220,459,216,324,980,855,161,100,756,777,209,319,428,338,186,368,834,875,981,556,837,69,659,783,522,797,665,433,885,710,391,216,782,18,418,664,689,475,945,858,839,787,185,832,931,912,986,574,23,243,838,800,958,62,248,54,79,480,595,592,995,234,826,310,402,586
GA_1.0,7503,5971.4287109375,0.7999999523162842,981.0,986.0,529.9400024414062,3.0,46.0,278.79010009765625,896,342,959,666,724,508,300,835,653,740,739,511,831,675,359,3,119,69,837,688,327,446,370,51,296,512,981,979,462,479,434,29,285,925,220,459,958,324,980,855,685,100,461,385,188,576,428,279,186,368,959,875,616,556,518,173,659,89,438,48,763,433,885,951,573,550,782,702,766,687,46,475,327,538,839,604,185,832,501,600,986,226,734,185,838,800,752,848,248,54,79,673,595,635,170,912,575,310,300,622
GA_1.0,10403,8452.091796875,0.8399999737739563,981.0,986.0,558.3800048828125,3.0,46.0,280.4740295410156,896,342,762,97,724,789,617,835,653,740,359,960,831,675,359,3,243,69,934,648,732,446,370,195,668,512,981,115,325,850,434,690,882,925,220,459,216,324,980,855,835,100,756,777,209,576,428,279,186,368,834,875,542,556,518,69,659,783,522,797,763,433,885,870,391,550,782,702,766,292,46,475,945,538,839,604,185,832,931,912,986,574,734,243,838,800,958,62,248,54,79,673,595,592,170,234,575,310,402,586
GA_1.0,10000,207.5402374267578,0.7099999785423279,981.0,959.0,543.6699829101562,3.0,46.0,274.22686767578125,896,342,762,97,724,613,300,835,653,740,739,960,831,675,359,3,119,69,837,648,327,446,370,51,668,512,981,979,462,414,434,690,882,359,220,459,958,324,980,855,835,100,449,385,188,576,428,279,684,368,959,875,542,556,518,69,659,783,522,206,763,433,885,870,391,550,782,702,766,292,46,475,371,538,839,604,185,832,632,912,829,226,734,185,838,664,958,153,248,54,79,673,595,635,170,912,575,310,485,622
GA_1.0,12769,75.11982727050781,0.5399999618530273,980.0,986.0,531.7100219726562,29.0,48.0,263.51275634765625,896,342,959,666,57,508,300,557,653,740,64,511,831,675,359,426,119,69,837,688,959,446,337,462,296,512,730,975,462,479,434,29,285,925,220,459,958,324,980,855,685,100,461,385,209,576,428,279,186,384,939,875,616,556,518,173,659,89,438,48,763,433,516,951,573,550,782,702,574,687,689,475,327,538,839,787,185,832,501,600,986,71,734,185,838,800,752,848,248,483,79,673,595,416,452,912,575,310,300,622
GA_1.0,14583,2.5201172828674316,1.1899999380111694,992.0,986.0,539.2899780273438,16.0,20.0,293.72821044921875,684,715,959,666,57,508,327,557,63,318,64,511,919,734,699,426,32,16,828,688,959,402,337,462,296,819,730,975,391,479,965,29,285,925,992,969,622,375,942,362,685,713,461,533,209,517,427,990,186,384,939,533,616,20,261,173,906,89,438,48,359,906,516,951,573,627,487,666,574,687,689,930,327,799,897,787,690,33,501,600,986,71,214,243,886,800,752,848,840,483,560,65,148,416,452,876,291,97,300,787
GA_1.0,20095,61.260353088378906,0.6200000047683716,981.0,959.0,535.5999755859375,29.0,46.0,262.9459533691406,896,342,762,97,724,613,300,557,653,740,739,511,831,675,359,426,119,69,837,648,959,446,337,462,668,512,981,979,462,479,434,29,285,359,220,459,958,324,980,855,835,100,461,385,209,576,428,279,186,384,959,875,616,556,518,173,659,89,522,206,763,433,885,951,391,550,782,702,766,687,46,475,371,538,839,787,185,832,501,600,829,226,734,185,838,664,958,153,248,483,79,673,595,635,170,912,575,310,485,622
GA_1.0,21935,28.43964958190918,1.0499999523162842,981.0,995.0,531.3599853515625,3.0,18.0,290.48773193359375,896,342,268,97,724,613,104,835,653,740,359,960,831,675,949,3,243,69,837,648,327,745,615,51,668,512,981,115,325,850,434,690,882,359,220,459,958,324,980,855,161,100,569,777,188,576,428,279,684,368,959,875,542,556,837,69,659,783,522,206,763,433,885,710,391,550,782,18,766,664,46,475,371,538,839,604,185,832,632,912,622,190,23,185,838,664,958,62,248,54,79,480,595,592,995,912,575,310,402,622
GA_1.0,12302,158.21983337402344,0.85999995470047,975.0,986.0,520.0999755859375,29.0,21.0,256.91754150390625,896,342,557,666,57,789,617,557,873,740,611,502,831,485,359,426,119,832,484,688,505,402,337,577,296,512,730,975,391,479,838,29,285,925,220,65,216,324,647,855,685,100,756,500,209,319,428,338,186,384,939,875,21,86,518,173,172,271,438,48,783,217,786,835,573,550,782,702,574,549,689,475,782,538,839,787,856,310,931,600,986,574,734,243,489,800,752,848,248,501,79,673,595,416,452,110,575,310,396,586
GA_1.0,15335,80.16006469726562,0.7399999499320984,981.0,981.0,527.989990234375,29.0,46.0,263.9107666015625,896,342,268,97,724,613,300,835,653,740,359,511,831,675,949,426,119,69,837,648,732,446,615,462,296,512,981,115,325,479,434,29,285,359,220,459,958,324,980,716,685,100,461,777,188,576,428,279,186,384,834,875,981,556,518,173,659,783,522,48,665,433,516,710,573,550,782,702,574,687,46,475,327,858,839,787,185,832,632,600,622,71,734,185,838,800,958,848,248,54,79,673,595,416,452,912,575,310,402,622
GA_0.9,7034,40.850006103515625,0.699999988079071,1000.0,958.0,518.8900146484375,4.0,83.0,299.1171569824219,673,719,183,596,853,964,63,275,850,828,889,643,709,934,115,218,542,120,592,237,753,726,871,119,458,669,999,456,177,63,4,617,211,338,404,139,727,773,779,54,776,176,901,460,421,673,635,615,1000,98,730,514,500,161,550,443,285,273,394,702,109,956,410,106,719,865,858,341,221,233,361,586,354,808,712,101,116,865,656,159,940,317,83,699,920,276,245,440,958,954,930,656,861,241,131,884,830,85,342,914
GA_0.9,17938,39.17988586425781,1.7999999523162842,964.0,980.0,505.260009765625,4.0,9.0,302.41632080078125,673,719,952,596,835,964,508,75,850,828,335,120,644,277,115,367,711,120,169,684,167,726,871,119,886,669,457,897,177,681,4,617,909,62,404,139,727,773,824,54,654,176,901,460,421,673,635,615,562,59,730,800,197,734,550,443,313,545,665,895,109,514,177,106,938,865,507,341,221,90,957,586,354,808,300,101,116,865,656,18,565,317,410,49,980,276,9,103,958,954,411,656,291,241,558,884,830,85,673,914
GA_0.9,19748,105.3902359008789,1.3199999332427979,1000.0,958.0,550.489990234375,4.0,14.0,306.7864990234375,673,404,894,596,835,964,508,75,983,828,889,120,644,934,115,367,639,120,169,684,167,726,871,119,886,445,785,897,177,681,4,617,211,580,404,139,727,773,824,54,776,867,901,482,421,611,635,615,1000,59,851,800,172,161,550,443,28,545,665,702,358,956,410,841,547,865,399,341,14,90,957,586,354,808,712,501,116,865,656,18,940,317,410,49,920,276,849,103,958,954,411,656,291,257,957,884,864,160,673,914
GA_0.9,4232,116.57978820800781,3.619999885559082,999.0,980.0,490.3999938964844,4.0,4.0,301.76007080078125,673,404,952,596,853,964,508,75,983,828,335,120,709,934,115,218,711,120,169,684,463,726,871,119,886,669,999,897,177,63,4,143,909,338,404,139,727,894,522,21,654,176,901,460,421,673,635,615,206,98,851,800,172,460,4,443,313,273,394,895,109,514,936,106,547,865,507,341,221,530,957,586,354,808,300,101,116,865,656,159,565,317,157,49,980,276,9,440,958,372,411,656,431,241,558,435,830,85,673,653
GA_0.9,19926,91.29023742675781,2.7799999713897705,1000.0,958.0,499.82000732421875,4.0,4.0,300.8956298828125,673,719,183,596,853,964,63,275,983,828,335,120,709,934,115,218,542,120,592,684,463,726,871,119,458,669,999,897,177,63,4,617,211,338,404,139,727,773,779,54,654,176,901,460,421,673,635,615,1000,98,851,800,500,161,4,443,313,273,394,895,109,514,410,106,547,865,858,341,221,233,957,586,354,808,300,101,116,865,656,159,940,317,157,49,920,276,245,440,958,372,930,656,431,241,558,884,830,85,673,653
GA_0.9,21756,9.479883193969727,1.100000023841858,1000.0,965.0,493.1600036621094,4.0,7.0,279.05816650390625,673,404,183,596,853,964,643,275,850,828,338,307,709,934,115,218,639,748,592,413,463,726,871,119,235,669,999,456,177,63,4,617,211,338,404,139,727,773,522,21,776,176,901,460,421,673,448,615,1000,98,851,514,500,460,550,443,285,273,394,702,109,7,410,106,547,134,858,341,221,530,259,586,354,524,712,501,116,865,656,159,940,317,157,699,510,965,849,440,958,372,75,656,861,241,131,884,830,85,342,653
GA_0.9,22824,50.09941482543945,1.46999990940094,1000.0,980.0,513.1099853515625,4.0,9.0,310.14990234375,673,719,952,596,835,964,508,75,850,828,335,643,644,277,115,367,711,120,169,684,167,726,871,119,886,669,457,897,177,63,4,617,909,62,404,139,727,773,824,54,654,176,901,460,421,673,635,615,1000,59,730,800,197,734,550,443,313,545,665,895,109,956,177,106,938,865,507,341,221,90,957,586,354,808,300,101,116,865,656,18,565,317,410,49,980,276,9,103,958,954,411,656,291,241,558,884,830,85,673,914
GA_0.9,11938,223.5957489013672,0.8700000047683716,1000.0,958.0,533.4299926757812,4.0,28.0,296.2305603027344,673,719,183,596,835,964,508,275,850,828,889,120,709,934,115,367,542,120,169,684,167,726,871,119,458,445,785,897,177,681,4,617,211,580,404,139,727,773,779,54,776,867,901,460,421,611,635,615,1000,98,730,800,500,161,550,443,28,273,665,702,109,956,410,841,719,865,399,341,221,233,957,586,354,808,712,501,116,865,656,159,940,317,83,49,920,276,849,440,958,954,411,656,291,241,131,884,864,85,342,914
GA_0.9,17434,169.97752380371094,1.459999918937683,1000.0,980.0,487.0299987792969,4.0,9.0,298.4396667480469,673,719,183,596,835,964,508,75,983,828,335,120,644,277,115,367,711,120,169,684,167,726,871,119,886,669,999,456,177,63,4,617,211,338,404,139,727,773,824,21,654,176,901,460,421,673,635,615,1000,98,730,800,172,460,550,443,313,545,394,702,109,514,936,106,938,865,858,341,221,530,957,586,354,808,300,101,116,865,656,18,565,317,83,49,980,276,9,103,958,372,411,656,431,241,558,435,830,85,673,653
GA_0.9,4363,1230.524658203125,1.5199999809265137,999.0,980.0,493.989990234375,4.0,9.0,301.4613342285156,673,404,952,596,853,964,508,75,983,828,335,120,644,277,115,218,711,120,169,684,167,726,871,119,886,669,999,897,177,63,4,617,909,338,404,139,727,773,824,21,654,176,901,460,421,673,635,615,206,98,851,800,172,460,550,443,313,273,394,895,109,514,936,106,938,865,507,341,221,530,957,586,354,808,300,101,116,865,656,18,565,317,83,49,980,276,9,440,958,372,411,656,431,241,558,435,830,85,673,653
GA_0.9,6453,2178.500244140625,3.4599997997283936,983.0,980.0,479.1300048828125,4.0,4.0,285.6046142578125,340,591,183,596,835,964,508,75,983,828,335,307,644,934,115,367,711,180,169,684,167,264,566,119,886,445,457,456,177,681,4,617,211,338,421,284,361,894,824,54,654,867,901,460,271,611,635,615,562,98,348,800,172,161,4,576,313,545,394,702,960,514,177,106,938,865,399,968,221,530,957,682,446,808,300,101,116,865,656,18,565,317,410,49,980,525,9,103,958,372,411,401,431,257,558,435,830,85,673,653
GA_0.9,9136,2763.21240234375,2.7099997997283936,999.0,965.0,506.5799865722656,4.0,4.0,296.30450439453125,673,719,894,596,853,964,508,275,850,828,889,120,709,934,115,218,542,120,169,413,167,726,871,119,458,445,999,565,177,63,4,143,211,580,404,139,727,894,779,21,776,867,901,460,421,673,635,615,206,98,851,800,172,460,4,443,285,273,394,702,109,956,410,841,719,865,399,341,221,233,957,535,354,524,149,501,116,865,656,159,940,317,83,699,510,965,849,440,958,372,411,656,431,241,131,884,864,85,342,653
GA_0.9,10592,38.18994140625,2.629999876022339,983.0,998.0,478.57000732421875,21.0,4.0,271.1637878417969,340,404,894,824,556,718,643,332,983,596,338,307,380,555,314,776,639,748,120,413,463,64,667,884,235,445,785,565,766,146,704,143,255,580,666,99,361,894,522,21,595,867,302,482,256,611,448,615,206,27,851,759,172,460,4,415,28,56,488,998,358,7,936,841,547,134,399,212,14,530,259,535,546,524,149,501,368,717,360,961,447,475,157,493,510,965,849,858,640,372,75,401,431,257,957,435,864,160,175,653
GA_0.9,18296,6523.681640625,1.5499999523162842,1000.0,965.0,511.45001220703125,4.0,9.0,297.0171813964844,673,719,894,596,835,964,508,75,850,828,338,643,709,277,115,367,639,748,592,684,463,726,871,119,458,669,999,456,177,63,4,143,211,338,404,139,727,894,522,21,776,176,901,460,421,673,448,615,1000,59,851,800,172,460,550,443,313,273,665,702,109,956,936,106,547,865,858,341,221,530,957,586,354,524,712,101,116,865,656,18,940,317,83,699,510,965,9,103,958,372,75,656,291,241,558,884,830,85,342,653
GA_0.9,20729,7280.98779296875,2.0399999618530273,1000.0,980.0,520.0999755859375,4.0,9.0,307.6345520019531,673,719,183,596,835,964,508,75,850,828,889,643,709,277,115,367,711,120,169,684,167,726,871,119,458,669,999,456,177,681,4,617,211,338,404,139,727,773,824,54,776,867,901,460,421,611,635,615,1000,59,730,800,500,734,550,443,28,545,665,702,109,956,177,106,719,865,858,341,221,233,957,586,354,808,712,101,116,865,656,18,940,317,83,49,980,276,9,103,958,954,411,656,291,241,558,884,830,85,342,914
GA_0.9,21512,7998.56689453125,1.2599999904632568,1000.0,968.0,514.8800048828125,54.0,18.0,301.2305908203125,673,591,894,762,835,964,508,75,850,841,889,307,644,277,314,218,639,120,592,684,167,264,871,119,886,445,999,456,177,681,672,617,211,580,404,139,361,773,824,54,654,867,901,834,271,611,635,615,1000,59,348,800,197,161,550,576,313,545,665,702,109,956,177,106,547,865,399,968,221,233,361,586,446,808,712,138,116,865,90,18,565,317,83,49,920,276,849,103,958,954,930,656,291,241,558,884,111,85,342,914
GA_0.9,2321,4368.08544921875,2.759999990463257,1000.0,958.0,527.0700073242188,4.0,4.0,301.32965087890625,673,719,894,596,853,964,63,275,850,828,889,643,709,934,115,218,542,120,592,413,753,726,871,119,458,445,999,565,177,63,4,143,211,338,404,139,727,894,779,21,776,867,901,460,421,673,635,615,1000,98,851,800,500,460,4,443,285,273,394,702,109,956,410,106,719,865,858,341,221,233,361,535,354,808,149,501,116,865,656,159,940,317,83,699,920,276,849,440,958,372,930,656,861,241,131,884,864,85,342,653
GA_0.9,4245,5164.8583984375,3.2699997425079346,999.0,980.0,485.8699951171875,4.0,4.0,301.7535400390625,340,404,952,596,853,964,508,75,983,828,335,307,644,934,115,367,711,180,169,684,463,726,871,119,886,669,999,456,177,63,4,143,211,338,421,139,361,894,824,54,654,867,901,460,421,611,635,615,206,98,851,800,172,161,4,576,313,273,394,895,109,514,936,106,547,865,507,968,221,530,957,586,446,808,300,101,116,865,656,18,565,317,410,49,980,276,9,103,958,372,411,401,431,241,558,435,830,85,673,653
GA_0.9,12007,7184.38037109375,1.4399999380111694,1000.0,980.0,533.6199951171875,4.0,9.0,310.6297912597656,673,719,952,596,835,964,508,75,850,828,335,643,709,277,115,218,711,120,592,684,167,726,871,119,886,669,999,897,177,63,4,617,211,338,404,139,727,894,824,54,776,176,901,460,421,673,635,615,1000,98,851,800,500,734,550,443,313,273,665,895,109,956,936,106,547,865,858,341,221,233,957,586,354,808,712,101,116,865,656,159,565,317,83,49,980,276,9,103,958,954,930,656,291,241,558,435,830,85,673,914
GA_0.9,13452,7379.27197265625,1.3499999046325684,999.0,980.0,480.739990234375,4.0,9.0,284.55718994140625,673,719,183,596,835,964,508,75,850,828,335,643,709,277,115,218,711,120,169,684,167,726,871,119,458,669,999,456,177,63,4,617,211,338,404,139,727,773,522,21,654,176,901,460,421,611,635,615,206,59,730,800,500,460,550,443,313,545,665,895,109,956,177,106,719,865,507,341,221,233,957,586,354,808,712,101,116,865,656,159,565,317,157,49,980,276,9,440,958,372,411,656,431,241,558,884,830,85,342,653
GA_0.9,9204,5571.47265625,2.049999952316284,1000.0,980.0,529.7100219726562,4.0,9.0,310.3876647949219,673,719,952,596,835,964,508,75,850,828,889,643,709,277,115,367,711,120,169,684,167,726,871,119,886,669,999,897,177,681,4,617,211,338,404,139,727,773,824,54,776,176,901,460,421,611,635,615,1000,98,851,800,500,734,550,443,28,545,665,702,109,956,177,106,547,865,858,341,221,233,957,586,354,808,712,101,116,865,656,18,565,317,83,49,980,276,9,103,958,954,930,656,291,241,558,435,830,85,673,914
GA_0.9,13977,7677.12841796875,1.5299999713897705,999.0,980.0,508.79998779296875,4.0,9.0,307.8032531738281,673,404,183,596,835,964,508,75,850,828,889,307,644,934,115,367,711,180,169,684,167,726,871,119,886,669,999,456,177,63,4,143,211,338,404,139,727,894,824,54,654,867,901,460,421,611,635,615,206,98,851,800,500,161,550,443,313,273,394,895,109,514,936,106,719,865,858,968,221,530,957,586,446,808,300,101,116,865,656,18,940,317,410,49,980,276,9,103,958,372,411,656,431,241,558,884,830,85,342,914
GA_0.9,16418,7632.55859375,1.399999976158142,999.0,980.0,509.6700134277344,4.0,9.0,292.6787414550781,673,719,894,596,835,964,508,75,850,828,338,643,709,277,115,218,711,748,169,684,463,726,871,119,458,669,999,456,177,63,4,617,211,338,404,139,727,894,522,21,776,176,901,460,421,673,448,615,206,59,851,800,500,460,550,443,313,273,665,895,109,956,177,106,547,865,507,341,221,530,957,586,354,808,712,101,116,865,656,159,940,317,83,699,980,965,9,103,958,372,411,656,291,241,558,884,830,85,342,653
GA_0.9,12912,32.7998046875,0.85999995470047,977.0,951.0,485.1600036621094,53.0,24.0,290.9870300292969,920,141,977,138,302,923,356,158,268,400,309,833,291,958,623,147,848,928,429,384,184,436,417,860,75,532,86,212,871,823,822,453,739,921,741,409,326,777,747,80,88,801,326,396,189,509,643,53,227,767,941,762,178,827,858,133,643,901,951,192,470,489,446,325,114,421,708,270,155,317,269,593,248,166,60,261,839,794,914,251,398,474,865,51,653,786,132,209,650,652,411,864,24,235,406,104,665,860,267,471
GA_0.9,19501,6978.0634765625,0.699999988079071,1000.0,980.0,536.1599731445312,4.0,28.0,306.0360107421875,673,719,952,596,853,964,63,75,850,828,889,643,709,934,115,367,542,120,169,413,753,726,871,119,458,669,999,565,177,681,4,143,211,338,404,139,727,773,824,54,776,176,901,460,421,611,635,615,1000,98,851,800,500,734,550,443,28,545,394,702,109,956,177,106,547,865,858,341,221,233,957,586,354,808,712,501,116,865,656,159,565,317,83,49,980,276,849,440,958,954,930,656,291,241,131,884,864,85,673,914
GA_0.9,20645,7695.30859375,2.819999933242798,1000.0,958.0,508.82000732421875,4.0,4.0,308.406982421875,673,719,183,596,853,964,63,275,850,828,889,643,644,934,115,218,542,180,169,684,167,726,871,119,458,669,999,456,177,63,4,143,211,338,404,139,727,894,779,21,654,867,901,460,421,611,635,615,1000,98,851,800,500,161,4,443,285,273,394,702,109,956,936,106,719,865,858,341,221,233,957,535,354,808,300,101,116,865,656,159,940,317,410,49,920,276,849,440,958,372,411,656,861,241,131,884,830,85,342,653
GA_0.9,6431,5922.4296875,1.8499999046325684,964.0,980.0,479.6099853515625,4.0,9.0,290.68035888671875,340,404,183,596,835,964,508,75,850,828,889,307,644,934,115,367,711,180,169,684,167,264,566,119,886,445,457,456,177,681,4,143,211,338,421,139,727,894,824,54,654,867,901,460,421,611,635,615,562,98,348,800,172,161,550,443,313,273,394,702,109,514,177,106,719,865,858,968,221,530,957,586,446,808,300,101,116,865,656,18,940,317,410,49,980,276,9,103,958,372,411,656,431,241,558,884,830,85,342,653
GA_0.9,17963,7085.0263671875,1.4799998998641968,1000.0,980.0,516.5499877929688,4.0,9.0,304.429931640625,340,719,952,596,835,964,508,75,983,828,335,643,709,277,115,367,711,180,169,684,463,726,871,119,886,669,999,456,177,63,4,617,211,338,404,139,727,894,824,54,654,867,901,460,421,673,635,615,1000,98,851,800,172,161,550,443,313,273,665,895,109,956,936,106,547,865,507,341,221,530,957,586,446,808,300,101,116,865,656,159,565,317,83,49,980,276,9,103,958,372,930,656,431,241,558,435,830,85,673,914
GA_0.9,2136,4662.41552734375,0.8199999928474426,1000.0,980.0,508.3399963378906,4.0,49.0,301.89990234375,340,719,952,596,835,964,508,75,850,828,889,643,709,277,115,367,711,180,169,684,463,726,871,119,886,669,999,456,177,63,4,617,211,338,404,139,727,894,779,54,654,867,901,460,421,673,635,615,1000,98,851,800,172,161,550,443,285,273,394,702,109,956,936,106,719,865,507,341,221,233,957,535,354,808,300,101,116,865,656,159,565,317,83,49,980,276,849,103,958,372,411,656,431,241,131,435,830,85,342,914
GA_0.9,2172,5791.29443359375,1.4299999475479126,964.0,980.0,467.55999755859375,4.0,9.0,290.6798400878906,340,404,183,596,835,964,508,75,850,828,335,307,709,277,115,367,711,180,592,684,167,264,871,119,886,669,457,456,177,63,4,143,211,338,404,139,727,894,824,54,654,176,901,460,421,611,635,615,562,98,348,800,172,161,550,443,313,273,665,702,109,514,177,106,547,865,858,341,221,530,957,586,446,808,300,101,116,865,656,18,940,317,410,49,980,276,9,103,958,954,411,656,431,241,558,884,830,85,342,914
GA_0.9,6682,6070.04150390625,1.7400000095367432,1000.0,980.0,518.0999755859375,4.0,9.0,310.78009033203125,673,719,952,596,835,964,508,75,983,828,889,307,709,934,115,367,711,120,169,684,167,726,871,119,886,669,999,456,177,681,4,617,211,338,404,139,361,773,824,54,776,176,901,460,421,611,635,615,1000,98,851,800,172,734,550,576,28,273,394,702,109,956,177,106,547,865,507,968,221,233,957,586,354,808,300,101,116,865,656,18,565,317,410,49,980,276,9,103,958,954,930,656,291,241,558,435,830,85,673,653
GA_0.9,2164,7750.4375,1.46999990940094,964.0,980.0,474.8900146484375,4.0,9.0,294.012451171875,340,404,183,596,835,964,508,75,850,828,889,307,709,277,115,367,711,180,169,684,167,264,871,119,886,669,457,456,177,63,4,143,211,338,404,139,727,894,824,54,654,867,901,460,421,611,635,615,562,98,348,800,172,161,550,443,313,273,665,702,109,514,177,106,719,865,858,341,221,530,957,586,446,808,300,101,116,865,656,18,940,317,410,49,980,276,9,103,958,954,411,656,431,241,558,884,830,85,342,653
GA_0.9,4173,7750.4375,1.8199999332427979,964.0,980.0,463.6099853515625,4.0,9.0,283.946533203125,340,404,183,596,835,964,508,75,850,828,335,307,709,934,115,367,711,180,169,684,167,264,566,119,886,669,457,456,177,681,4,143,211,338,404,139,727,894,824,54,654,176,901,460,421,611,635,615,562,98,348,800,172,161,550,443,313,273,394,702,109,514,177,106,719,865,858,341,221,530,957,586,446,808,300,101,116,865,656,18,940,317,410,49,980,276,9,103,958,372,411,656,431,241,558,884,830,85,342,653
GA_0.9,6576,7588.16748046875,1.7999999523162842,964.0,980.0,479.2099914550781,4.0,9.0,291.5751037597656,340,404,183,596,835,964,508,75,850,828,889,307,709,277,115,367,711,180,592,684,167,264,871,119,886,445,457,456,177,681,4,143,211,338,404,139,727,894,824,54,654,176,901,460,421,611,635,615,562,98,348,800,172,161,550,443,313,273,665,702,109,514,177,106,719,865,858,968,221,530,957,586,446,808,300,101,116,865,656,18,940,317,410,49,980,276,9,103,958,372,411,656,431,241,558,884,830,85,342,914
GA_0.9,8738,103.76982879638672,0.8399999737739563,977.0,951.0,483.5199890136719,35.0,24.0,277.91778564453125,920,141,977,138,174,923,459,562,446,400,309,824,180,976,623,147,574,588,483,133,388,36,389,860,703,586,86,499,871,823,822,453,35,921,372,222,433,275,767,80,88,865,646,396,554,760,643,53,603,114,598,762,178,827,288,256,643,901,951,527,470,489,446,325,900,541,708,156,174,833,269,593,248,166,224,803,444,57,196,572,398,155,868,712,653,786,132,901,461,711,411,284,24,235,406,462,665,121,267,835
