target,capacity,fitness,MaP,Default,MPW,MiW,avg_eff,max_p,max_w,mean,min_p,min_w,std,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17,w_18,w_19,w_20,w_21,w_22,w_23,w_24,w_25,w_26,w_27,w_28,w_29,w_30,w_31,w_32,w_33,w_34,w_35,w_36,w_37,w_38,w_39,w_40,w_41,w_42,w_43,w_44,w_45,w_46,w_47,w_48,w_49
MiW,14594,742.0570678710938,25511.0,19611.0,20479.0,25588.0,1.1399999856948853,978.0,974.0,529.780029296875,115.0,20.0,272.4391784667969,795,693,756,822,393,313,463,125,299,975,905,175,359,542,620,331,780,779,849,830,691,542,806,149,869,915,558,837,689,978,507,564,622,927,319,150,611,547,854,523,629,115,915,202,635,798,882,773,124,509,169,536,218,573,257,748,533,485,818,500,210,711,495,104,301,520,163,322,246,333,170,834,435,870,581,728,414,508,893,896,209,391,578,145,51,948,919,413,298,974,208,139,132,889,221,612,548,20,223,445
MiW,8278,1954.0137939453125,16399.0,13648.0,14384.0,18284.0,0.9700000286102295,991.0,1000.0,516.489990234375,1.0,20.0,295.9676818847656,795,909,756,822,393,313,118,716,299,975,905,175,115,542,717,331,780,843,849,830,691,537,806,149,869,915,558,214,1,978,974,564,622,927,319,150,495,991,269,523,629,115,915,202,635,798,882,416,47,509,169,345,218,607,333,748,533,752,294,500,210,582,873,104,301,121,163,322,246,867,170,834,889,870,581,797,691,508,216,742,209,1000,468,145,51,709,919,131,298,659,208,139,312,889,209,439,707,20,223,445
MiW,10857,1809.620361328125,20174.0,14935.0,13467.0,21664.0,1.340000033378601,998.0,974.0,532.4299926757812,55.0,20.0,284.4532165527344,795,693,756,822,393,313,463,681,299,975,471,412,359,299,717,331,780,779,55,830,998,258,806,149,869,915,558,837,914,978,974,847,622,635,319,150,611,991,269,272,629,115,194,202,635,798,882,773,124,810,23,345,197,573,257,748,257,313,818,500,210,582,854,129,301,709,452,322,365,934,170,834,435,870,581,728,414,508,762,896,209,391,578,145,51,948,181,413,337,974,211,770,132,889,221,612,548,20,465,704
MaP,14299,3330.558349609375,20731.0,16133.0,15596.0,17492.0,1.0,998.0,978.0,446.6400146484375,1.0,23.0,295.9990234375,845,571,380,359,927,716,56,126,19,182,86,896,327,752,101,533,70,974,417,451,448,837,661,523,907,148,655,312,501,407,118,70,831,446,74,529,692,164,998,132,82,397,416,1,144,971,378,920,145,498,73,23,208,132,598,769,177,744,402,392,694,72,101,361,591,174,828,537,445,241,857,885,610,53,490,491,922,899,196,671,716,147,321,341,83,880,485,546,417,789,861,185,459,682,217,105,159,978,400,64
MaP,12479,3317.76708984375,17557.0,9263.0,9994.0,14722.0,0.5400000214576721,973.0,913.0,515.8300170898438,10.0,52.0,257.2965087890625,525,619,67,259,483,422,263,168,92,431,383,10,574,961,426,364,218,854,631,16,187,713,589,544,92,599,72,967,158,600,632,840,593,551,48,441,740,798,959,19,791,610,832,378,331,106,968,440,973,791,637,702,635,738,440,514,455,746,769,402,196,585,355,696,480,638,861,360,307,627,913,899,514,574,623,691,254,479,586,782,856,647,602,787,341,599,847,62,514,283,552,346,696,452,767,520,556,86,52,432
MaP,13348,4354.8525390625,18219.0,11299.0,12027.0,13537.0,2.700000047683716,969.0,913.0,471.6700134277344,5.0,45.0,277.4560546875,218,619,67,201,483,422,80,168,796,472,680,233,574,961,426,827,218,854,343,16,187,323,5,544,92,68,72,357,158,600,632,609,593,551,969,441,740,82,959,19,866,423,832,378,331,106,968,440,900,791,1,702,635,487,440,514,110,746,680,498,196,585,355,696,480,638,78,360,895,627,913,899,514,378,623,112,254,479,586,782,856,647,244,787,827,599,847,62,306,283,552,622,696,214,280,303,556,45,52,432
MaP,20330,2696.756591796875,25391.0,19592.0,22509.0,22690.0,1.399999976158142,996.0,984.0,505.05999755859375,1.0,20.0,290.21917724609375,845,571,181,359,483,941,56,126,19,624,86,10,574,961,426,894,218,596,343,451,448,713,481,523,5,68,655,762,992,358,632,611,831,601,938,441,637,798,27,996,82,539,832,1,616,971,378,920,540,498,345,645,246,487,440,504,752,501,680,402,694,538,747,611,817,174,828,386,895,627,913,899,483,53,623,691,686,451,586,782,894,253,321,577,20,599,847,62,514,283,806,346,984,214,217,105,159,45,52,64
MaP,9718,2716.213623046875,16658.0,8564.0,8402.0,13826.0,0.550000011920929,998.0,932.0,534.0499877929688,1.0,17.0,290.1884460449219,525,619,67,359,927,941,263,168,796,624,20,233,574,681,34,894,839,51,631,16,187,837,481,544,987,599,739,967,158,358,632,611,33,551,938,441,960,53,998,19,944,610,582,1,616,971,968,234,900,498,345,702,635,738,440,504,752,746,402,480,38,585,747,611,480,638,861,360,687,17,626,899,610,53,623,691,686,451,196,59,489,820,602,787,827,599,932,546,417,789,552,346,696,452,134,520,159,893,440,64
MaP,21174,3037.192138671875,22505.0,18119.0,17353.0,19343.0,0.8700000047683716,961.0,984.0,487.0299987792969,5.0,20.0,274.23944091796875,845,619,67,359,483,941,263,126,92,431,383,10,574,961,426,364,218,854,343,16,448,713,589,544,5,599,655,762,158,600,632,611,593,601,48,441,637,798,27,19,82,610,832,378,331,106,378,920,540,791,345,702,635,738,440,514,752,746,769,402,196,585,747,611,817,638,861,386,307,627,913,899,514,53,623,691,254,451,586,782,894,253,602,577,20,599,847,62,514,283,806,346,984,452,217,520,159,45,52,64
MaP,2138,3393.075927734375,5552.0,2523.0,910.0,3509.0,0.47999998927116394,998.0,961.0,444.20001220703125,1.0,17.0,274.6337890625,245,619,67,359,483,422,80,126,796,624,20,233,180,681,426,827,218,854,417,16,187,837,5,544,92,68,72,357,619,358,250,609,33,601,938,529,740,53,998,996,866,423,582,1,331,106,378,234,900,498,345,702,655,487,598,514,110,501,402,498,38,585,355,611,480,638,78,360,895,17,626,961,610,378,490,491,254,479,586,59,856,820,253,577,827,599,932,546,306,283,306,622,459,214,280,303,159,893,52,432
MaP,16453,4155.00732421875,21056.0,13493.0,14884.0,16484.0,0.6299999952316284,996.0,961.0,489.239990234375,1.0,17.0,283.189697265625,245,619,67,359,483,422,263,126,796,624,20,10,180,961,426,364,218,854,631,16,187,713,5,544,92,68,72,967,158,600,632,609,33,601,938,441,740,798,959,996,866,423,832,1,331,106,968,234,973,498,345,702,635,738,440,514,455,746,769,498,196,585,355,611,480,638,861,360,307,17,626,961,610,574,490,491,254,479,586,59,856,647,602,787,827,599,932,62,306,283,306,622,459,452,280,520,556,893,52,432
MaP,12410,3181.358154296875,17488.0,9030.0,11108.0,13897.0,0.4300000071525574,996.0,961.0,507.20001220703125,1.0,17.0,287.77325439453125,525,619,67,359,927,422,263,126,796,624,20,10,574,681,34,364,218,854,631,16,187,713,481,544,92,68,72,967,158,600,632,609,33,551,938,441,740,53,959,996,866,610,582,1,616,106,968,234,973,498,345,702,635,738,440,514,752,746,769,480,38,585,747,611,480,638,861,360,307,17,626,961,610,574,623,691,686,451,196,59,856,647,602,787,827,599,932,62,306,789,552,346,696,452,134,520,556,893,440,64
MaP,11470,3832.769775390625,16032.0,8020.0,10800.0,11942.0,0.47999998927116394,996.0,961.0,458.760009765625,1.0,17.0,278.80206298828125,245,619,67,359,483,422,80,126,796,624,20,10,180,681,426,827,218,854,417,16,187,713,5,544,92,68,72,357,158,358,250,609,33,601,938,529,740,53,959,996,866,423,582,1,331,106,968,234,900,498,345,702,655,487,598,514,455,501,402,498,196,585,355,611,480,638,861,360,895,17,626,961,610,378,490,491,254,479,586,59,856,820,253,787,827,599,932,546,306,283,306,622,459,214,280,520,159,893,52,432
MaP,22015,2132.210693359375,23331.0,20045.0,20715.0,21362.0,2.9700000286102295,969.0,932.0,476.0899963378906,1.0,45.0,291.09576416015625,245,895,67,359,483,941,80,126,796,472,20,233,574,961,426,894,218,854,417,16,448,837,5,544,92,148,72,762,158,358,250,609,593,551,969,441,960,53,959,19,866,423,582,1,616,106,968,234,900,791,1,308,655,487,598,504,752,501,402,498,196,909,747,611,648,174,484,386,687,627,626,899,514,53,490,112,254,479,586,59,489,647,244,787,827,880,932,546,306,789,552,185,696,232,280,105,556,45,440,432
MaP,20901,3748.619873046875,27295.0,21256.0,22201.0,23180.0,1.5399999618530273,996.0,961.0,532.25,1.0,17.0,291.7953186035156,845,571,181,359,927,422,263,126,19,624,20,896,78,961,34,364,839,596,631,451,187,713,5,544,907,68,655,967,158,600,632,611,33,601,938,529,637,798,959,996,866,539,582,1,616,971,968,920,973,498,345,702,655,738,598,504,752,501,769,498,694,538,355,611,648,638,861,360,687,17,626,961,610,53,490,491,686,479,586,59,856,253,321,787,20,880,522,62,306,789,806,185,459,452,280,520,159,893,52,432
MaP,21788,3186.7216796875,25791.0,22029.0,23998.0,24078.0,1.159999966621399,998.0,978.0,499.20001220703125,1.0,20.0,282.102294921875,845,571,181,359,927,941,56,126,19,624,86,896,78,563,34,894,839,596,417,451,448,837,481,523,907,148,655,762,619,495,118,611,831,601,938,529,637,53,998,132,82,539,582,1,616,971,378,920,540,498,345,645,655,132,598,504,752,501,402,392,694,538,747,611,648,174,828,386,687,241,626,961,610,53,490,491,686,451,196,59,894,253,321,577,20,880,522,546,417,789,806,185,459,232,217,105,159,978,440,64
MaP,17962,4521.8984375,25894.0,18315.0,20335.0,20812.0,1.2200000286102295,998.0,961.0,516.0700073242188,1.0,20.0,297.73529052734375,845,571,181,359,927,941,263,126,19,624,20,896,78,563,34,894,839,596,631,451,187,713,5,523,907,68,655,967,158,495,632,611,33,601,938,529,637,53,998,996,866,539,582,1,616,971,378,920,973,498,345,645,655,738,598,504,752,501,769,498,694,538,747,611,648,174,861,360,687,241,626,961,610,53,490,491,686,451,196,59,856,253,321,787,20,880,522,62,417,789,806,185,459,232,280,105,159,893,52,432
MaP,8691,3442.26513671875,17473.0,8797.0,10060.0,13619.0,1.1299999952316284,998.0,961.0,479.0199890136719,1.0,20.0,293.2834777832031,245,619,181,359,927,422,56,126,19,624,20,896,78,961,34,894,839,854,417,16,187,713,481,544,92,68,72,967,619,600,118,609,33,601,938,441,740,798,998,996,866,423,832,1,331,106,968,234,540,498,345,645,655,132,440,514,455,746,402,498,694,538,747,611,648,174,861,360,687,241,626,961,610,53,490,491,254,451,196,59,894,647,321,787,20,599,522,546,306,283,806,622,459,232,217,520,159,893,52,432
MaP,6453,3326.170654296875,14633.0,7436.0,6900.0,11032.0,3.2799999713897705,998.0,961.0,475.2099914550781,1.0,20.0,289.19512939453125,218,619,181,201,483,422,80,126,19,624,680,896,78,961,34,894,839,854,343,16,187,713,481,544,92,68,72,967,619,600,118,609,593,601,938,441,740,798,998,19,866,423,832,1,331,106,968,234,540,791,1,645,655,132,440,514,455,746,680,498,196,538,747,611,480,638,78,360,895,627,913,961,610,378,490,491,254,479,196,782,856,647,321,787,20,599,522,62,306,283,552,622,696,232,280,303,556,45,52,432
MaP,21629,2258.48388671875,26888.0,24269.0,24047.0,24684.0,1.2999999523162842,998.0,961.0,507.4100036621094,1.0,20.0,297.4002380371094,845,571,181,359,927,941,56,126,19,624,20,896,78,563,34,894,839,854,417,16,187,713,5,544,907,68,655,967,619,600,632,611,33,601,938,441,740,798,998,996,866,539,582,1,616,106,968,920,540,498,345,645,655,132,598,504,752,501,402,498,694,538,747,611,648,174,861,360,687,241,626,961,610,53,490,491,254,451,196,59,894,253,321,787,20,599,522,62,306,789,806,622,459,232,280,520,159,893,52,432
MaP,11840,4070.89501953125,18145.0,10319.0,10930.0,13616.0,0.49000000953674316,998.0,961.0,501.6499938964844,1.0,45.0,282.2608642578125,218,619,67,201,483,422,80,126,19,624,680,896,78,961,34,894,839,854,343,16,187,713,481,544,92,68,72,967,619,358,118,609,33,601,938,529,740,798,998,996,866,423,582,1,331,106,968,234,900,791,345,645,655,487,598,514,455,501,402,498,196,585,355,611,480,638,861,360,895,627,626,961,610,378,490,491,254,479,196,782,856,647,321,787,827,599,932,546,306,283,552,622,696,214,280,520,556,45,52,432
MaP,8991,4042.439453125,14949.0,7528.0,8327.0,10470.0,0.6700000166893005,973.0,961.0,473.3399963378906,1.0,17.0,287.09765625,245,619,67,359,483,422,80,126,796,624,20,10,180,961,34,894,218,854,631,16,187,713,5,544,92,68,72,967,158,600,632,609,593,601,938,441,740,798,959,19,866,423,832,1,331,106,968,234,973,498,345,702,655,738,440,514,455,746,769,498,196,538,747,611,480,638,861,360,307,17,626,961,610,574,490,491,254,479,586,59,856,647,321,787,827,599,522,62,306,283,552,622,696,232,280,303,556,45,52,432
MaP,16151,5069.7197265625,21019.0,14037.0,13839.0,15344.0,0.47999998927116394,968.0,899.0,487.0799865722656,1.0,45.0,284.5028076171875,218,619,67,201,483,422,80,126,796,472,680,896,574,961,34,894,218,854,343,16,187,713,5,544,92,68,72,967,619,600,632,609,33,601,938,441,740,82,959,19,866,423,832,1,331,106,968,234,900,791,345,645,635,487,598,514,455,501,680,498,196,585,355,696,480,638,861,360,895,627,626,899,610,378,490,112,254,479,196,782,856,647,321,787,827,599,847,62,306,283,552,622,696,214,280,520,556,45,52,432
MaP,7131,3988.02880859375,12448.0,4164.0,7365.0,8317.0,0.46000000834465027,996.0,961.0,486.4800109863281,1.0,17.0,279.3640441894531,245,619,67,201,483,422,80,126,19,624,680,10,180,961,34,364,839,854,343,16,187,713,481,544,92,68,72,967,619,358,118,609,33,601,938,529,740,798,959,996,866,423,582,1,331,106,968,234,900,498,345,702,655,738,598,514,455,501,402,498,196,585,355,611,480,638,861,360,307,17,626,961,610,574,490,491,254,479,586,59,856,647,602,787,827,599,932,546,306,283,552,622,696,214,280,520,556,893,52,432
MaP,9524,4588.6630859375,15411.0,7768.0,8679.0,10138.0,0.5099999904632568,996.0,961.0,495.1300048828125,1.0,45.0,281.41943359375,245,619,67,201,483,422,80,126,19,624,680,10,180,961,34,894,839,854,343,16,187,713,481,544,92,68,72,967,619,358,118,609,33,601,938,529,740,798,959,996,866,423,582,1,331,106,968,234,900,791,345,645,655,487,598,514,455,501,402,498,196,585,355,611,480,638,861,360,895,627,626,961,610,574,490,491,254,479,586,59,856,647,602,787,827,599,932,546,306,283,552,622,696,214,280,520,556,45,52,432
MaP,19833,4717.35888671875,23995.0,15088.0,18756.0,18992.0,1.1100000143051147,998.0,961.0,521.8800048828125,1.0,20.0,299.0294494628906,218,571,181,201,483,941,80,126,19,624,20,896,78,961,34,894,839,854,343,451,187,713,481,544,92,68,72,967,158,495,118,609,33,601,938,529,637,798,998,996,866,539,582,1,616,106,968,920,973,498,345,645,655,738,598,514,455,501,769,498,694,538,747,611,648,638,861,360,895,627,626,961,610,53,490,491,686,479,196,782,856,647,321,787,20,880,522,62,417,789,806,622,696,214,280,105,159,893,52,432
MaP,13669,2515.261962890625,20404.0,12674.0,17113.0,18313.0,3.069999933242798,996.0,984.0,497.5199890136719,5.0,38.0,312.2088623046875,218,619,906,201,483,422,80,346,796,472,680,233,574,961,829,827,74,51,343,387,187,323,5,735,5,68,983,357,992,358,632,609,33,598,969,441,575,82,27,996,866,423,733,466,331,25,968,746,900,756,1,804,246,487,663,208,110,854,680,498,38,909,220,696,817,638,78,903,895,627,643,783,483,378,525,112,254,938,586,195,856,820,244,787,827,599,932,970,306,283,111,622,984,214,280,303,125,45,52,432
MaP,6816,4389.6181640625,12877.0,4948.0,5598.0,8065.0,0.5199999809265137,998.0,961.0,483.1499938964844,1.0,17.0,279.2912292480469,245,619,67,201,483,422,80,126,19,624,680,896,78,961,34,364,839,854,343,16,187,713,481,544,92,68,72,967,619,358,118,609,33,601,938,529,740,798,998,996,866,423,582,1,331,106,968,234,900,498,345,645,655,487,598,514,455,501,402,498,196,585,355,611,480,638,861,360,307,17,626,961,610,574,490,491,254,479,586,59,856,647,602,787,827,599,932,546,306,283,552,622,696,214,280,520,556,45,52,432
MaP,15372,4462.70068359375,21051.0,10291.0,16187.0,15302.0,1.2599999904632568,996.0,961.0,522.1599731445312,1.0,17.0,295.1127014160156,245,619,181,201,483,941,263,126,796,624,20,10,78,961,34,364,218,854,343,451,187,713,5,544,92,68,72,967,158,600,632,609,33,601,938,441,740,798,959,996,866,539,582,1,616,106,968,920,973,498,345,702,635,738,598,514,455,746,769,498,694,585,747,611,648,638,861,360,895,17,626,961,610,574,490,491,686,479,586,782,856,647,602,787,20,880,522,62,417,789,806,622,696,214,280,105,159,893,52,432
MaP,14979,4640.91064453125,20108.0,10787.0,12421.0,15095.0,1.059999942779541,996.0,961.0,507.7200012207031,1.0,17.0,289.2470703125,245,619,181,201,483,422,263,126,796,624,20,10,180,961,426,364,218,854,631,16,187,713,5,544,92,68,72,967,158,600,632,609,33,601,938,441,740,798,959,996,866,423,832,1,616,106,968,234,973,498,345,702,635,738,440,514,455,746,769,498,694,585,747,611,480,638,861,360,307,17,626,961,610,574,490,491,254,479,586,59,856,647,602,787,20,880,932,62,306,789,806,622,696,452,280,520,556,893,52,432
MaP,13899,4907.4423828125,19450.0,11088.0,13524.0,14013.0,0.47999998927116394,968.0,899.0,483.29998779296875,1.0,45.0,287.5932922363281,218,619,67,201,483,422,80,126,796,624,680,896,78,961,34,894,839,854,343,16,187,713,5,544,92,68,72,967,619,358,118,609,33,601,938,441,740,82,959,19,866,423,832,1,331,106,968,234,900,791,345,645,635,487,598,514,455,501,402,498,196,585,355,696,480,638,861,360,895,627,626,899,610,378,490,491,254,479,196,782,856,647,321,787,827,599,847,62,306,283,552,622,696,214,280,520,556,45,52,432
MaP,11244,4280.068359375,16875.0,9274.0,12116.0,12187.0,0.550000011920929,998.0,961.0,480.5799865722656,1.0,45.0,277.3074645996094,245,619,67,201,483,422,80,126,19,624,680,896,78,961,34,364,839,854,343,16,187,713,481,544,92,68,72,967,619,358,118,609,33,601,938,529,740,798,998,996,866,423,582,1,331,106,968,234,900,498,345,645,655,487,598,514,455,501,402,498,196,585,355,611,480,638,861,360,307,627,626,961,610,378,490,491,254,479,196,59,856,647,321,787,827,599,932,546,306,283,552,622,696,214,280,520,556,45,52,432
MaP,9409,5230.4443359375,14724.0,8726.0,7944.0,8865.0,0.44999998807907104,968.0,899.0,474.42999267578125,1.0,45.0,280.93157958984375,245,619,67,201,483,422,80,126,19,624,680,896,78,961,34,364,839,854,343,16,187,713,5,544,92,68,72,967,619,358,118,609,33,601,938,441,740,82,959,19,866,423,832,1,331,106,968,234,900,791,345,645,655,487,598,514,455,501,402,498,196,585,355,696,480,638,861,360,307,627,626,899,610,574,490,491,254,479,196,782,856,647,602,787,827,599,847,546,306,283,552,622,696,214,280,520,556,45,52,432
MaP,16507,5221.27978515625,22804.0,15660.0,16634.0,17085.0,0.949999988079071,996.0,961.0,515.4400024414062,1.0,17.0,287.3883972167969,218,619,67,359,927,422,263,126,19,624,680,896,574,961,34,364,839,596,631,451,187,713,5,544,92,68,72,967,158,600,632,609,33,601,938,441,740,82,959,996,866,423,832,1,616,106,968,920,973,791,345,702,635,487,598,514,752,501,680,498,694,538,355,611,648,638,861,360,687,17,626,961,610,378,490,112,254,479,586,59,856,647,321,787,827,599,847,62,306,789,806,622,459,452,280,520,556,45,52,432
MaP,20565,3784.64501953125,24808.0,20029.0,20404.0,20650.0,0.8100000023841858,996.0,961.0,505.1300048828125,1.0,17.0,272.5134582519531,245,619,67,201,927,422,263,126,19,624,680,896,78,961,34,364,839,596,631,451,187,713,481,544,92,68,72,967,619,358,632,609,33,601,938,441,740,798,959,996,866,423,582,1,616,106,968,234,900,791,345,645,635,487,598,514,455,501,680,498,196,538,355,611,480,638,861,360,307,17,626,961,610,378,490,491,254,479,586,59,856,647,321,787,827,599,847,546,306,283,806,622,696,452,280,520,556,45,52,432
MaP,20520,3949.673828125,23805.0,18999.0,17801.0,19447.0,0.5199999809265137,998.0,961.0,493.8500061035156,1.0,17.0,275.8624572753906,245,619,67,359,483,422,80,126,19,624,680,896,574,961,34,364,839,596,343,16,187,713,481,544,92,68,72,967,158,358,632,609,33,601,938,529,740,798,998,996,866,423,832,1,616,106,968,234,900,498,345,645,655,487,598,514,455,501,680,498,196,585,355,611,648,638,861,360,307,17,626,961,610,378,490,491,254,479,196,59,856,647,321,787,827,599,932,546,306,789,552,622,459,452,280,520,556,45,52,432
MaP,15016,5234.705078125,18963.0,12001.0,10744.0,13104.0,0.5400000214576721,968.0,961.0,499.45001220703125,1.0,45.0,284.62091064453125,245,619,67,201,927,422,80,126,19,624,680,896,78,961,34,364,839,596,343,451,187,713,5,544,92,68,72,967,158,358,118,609,33,601,938,441,740,82,959,19,866,423,832,1,331,106,968,920,900,791,345,645,635,487,598,514,455,501,680,498,694,538,355,696,648,638,861,360,307,627,626,961,610,574,490,491,254,479,196,782,856,647,321,787,827,599,847,546,306,789,806,622,696,452,280,520,556,45,52,432
MaP,16578,2325.453369140625,23793.0,16797.0,16114.0,21726.0,0.7099999785423279,998.0,970.0,525.5399780273438,1.0,38.0,296.53253173828125,262,895,500,359,927,816,80,346,796,624,86,853,78,681,707,58,74,596,337,451,448,859,5,735,907,68,535,762,992,495,250,611,467,598,938,529,637,29,998,996,689,472,769,1,316,764,378,920,540,268,361,308,246,132,206,208,959,832,402,820,38,64,747,611,648,473,963,903,687,968,626,961,390,378,447,513,686,451,234,655,955,820,321,593,827,908,522,970,306,789,806,622,459,372,217,105,125,246,108,64
MaP,19511,4961.56982421875,22998.0,15050.0,16086.0,17315.0,0.6399999856948853,998.0,961.0,507.8599853515625,1.0,45.0,280.1701965332031,245,619,67,201,483,422,80,126,19,624,680,896,78,961,34,364,839,596,343,451,187,713,5,544,92,68,72,967,619,358,118,609,33,601,938,529,740,798,998,996,866,423,832,1,331,106,968,920,900,498,345,645,655,487,598,514,455,501,680,498,694,538,355,611,648,638,861,360,307,627,626,961,610,574,490,491,254,479,196,59,856,647,321,787,827,599,932,546,306,789,806,622,696,452,280,520,556,45,52,432
MaP,16941,5327.03173828125,20237.0,13397.0,14284.0,13948.0,0.5600000023841858,996.0,961.0,493.6400146484375,1.0,45.0,282.800537109375,245,619,67,359,927,422,80,126,19,624,680,233,180,961,34,827,839,854,417,16,187,713,5,544,92,68,72,357,619,358,250,609,33,601,938,441,740,82,959,996,866,423,832,1,331,106,378,920,900,791,345,645,655,487,598,514,110,501,680,498,694,585,355,696,480,638,861,360,307,627,626,961,610,574,490,491,254,479,586,782,856,647,321,787,827,599,847,546,306,789,806,622,696,214,280,303,159,45,52,432
MaP,7065,4705.56640625,12002.0,5587.0,6857.0,6599.0,0.7300000190734863,998.0,961.0,496.55999755859375,1.0,17.0,273.88189697265625,245,619,67,201,483,422,80,126,19,624,680,896,78,961,34,364,839,596,343,451,187,713,481,544,92,68,72,967,619,358,118,609,33,601,938,529,740,798,998,996,866,423,832,1,331,106,968,234,900,498,345,645,655,487,598,514,455,501,402,498,694,538,355,611,480,638,861,360,307,17,626,961,610,574,490,491,254,479,586,59,856,647,321,787,827,599,932,546,306,789,552,622,696,452,280,520,556,45,52,432
MaP,4639,3435.982666015625,9503.0,3157.0,5665.0,6042.0,0.8700000047683716,996.0,961.0,487.0400085449219,1.0,17.0,286.6036376953125,245,619,67,201,927,422,80,126,19,624,680,896,78,961,34,364,839,596,343,451,187,713,5,544,92,68,72,967,158,358,118,609,33,601,938,529,740,82,959,996,866,423,832,1,331,106,968,920,900,498,345,645,655,487,598,514,455,501,402,498,694,538,355,696,480,638,861,360,307,17,626,961,610,574,490,491,254,479,196,59,856,647,321,787,827,599,847,546,306,789,552,622,696,452,280,520,556,45,52,432
MaP,4827,3490.452392578125,9490.0,2864.0,4620.0,5591.0,0.6100000143051147,996.0,961.0,497.3599853515625,1.0,45.0,285.0533142089844,245,619,67,201,927,422,80,126,19,624,680,896,78,961,34,364,839,596,343,451,187,713,5,544,92,68,72,967,158,358,118,609,33,601,938,529,740,82,959,996,866,423,832,1,331,106,968,920,900,498,345,645,655,487,598,514,455,501,402,498,694,538,355,696,648,638,861,360,307,627,626,961,610,574,490,491,254,479,196,59,856,647,321,787,827,599,847,546,306,789,806,622,696,452,280,520,556,45,52,432
MaP,12514,4679.82177734375,17341.0,8922.0,10187.0,12064.0,0.550000011920929,996.0,961.0,510.1000061035156,1.0,45.0,284.6533203125,245,619,67,201,927,422,80,126,19,624,680,896,78,961,34,364,839,596,343,451,187,713,5,544,92,68,72,967,158,358,118,609,33,601,938,529,740,82,959,996,866,423,832,1,331,106,968,920,900,791,345,645,635,487,598,514,455,501,680,498,694,538,355,696,648,638,861,360,307,627,626,961,610,574,490,491,254,479,196,782,856,647,321,787,827,599,847,546,306,789,806,622,696,452,280,520,556,45,52,432
MaP,16936,5709.5390625,20793.0,14215.0,13392.0,14285.0,0.5899999737739563,968.0,961.0,486.1000061035156,1.0,45.0,281.5411071777344,245,619,67,201,483,422,80,126,19,624,680,896,78,961,34,364,839,596,343,16,187,713,5,544,92,68,72,967,619,358,118,609,33,601,938,441,740,82,959,19,866,423,832,1,331,106,968,920,900,791,345,645,635,487,598,514,455,501,402,498,196,538,355,696,480,638,861,360,307,627,626,961,610,574,490,491,254,479,196,782,856,647,602,787,827,599,847,546,306,789,552,622,696,452,280,520,556,45,52,432
MaP,17510,5803.75146484375,21694.0,13949.0,14043.0,15005.0,0.5799999833106995,996.0,899.0,511.82000732421875,1.0,45.0,280.8084411621094,245,619,67,201,483,422,80,126,19,624,680,896,78,961,34,364,839,854,343,451,187,713,5,544,92,68,72,967,619,358,118,609,33,601,938,441,740,82,959,996,866,423,832,1,331,106,968,920,900,791,345,645,635,487,598,514,455,501,680,498,694,585,355,696,648,638,861,360,307,627,626,899,610,574,490,491,254,479,196,782,856,647,321,787,827,599,847,546,306,789,806,622,696,452,280,520,556,45,52,432
MaP,4955,3509.034912109375,9432.0,2784.0,3366.0,5526.0,0.550000011920929,996.0,961.0,507.32000732421875,1.0,45.0,284.3377990722656,245,619,67,201,927,422,80,126,19,624,680,896,78,961,34,364,839,596,343,451,187,713,5,544,92,68,72,967,158,358,118,609,33,601,938,529,740,82,959,996,866,423,832,1,331,106,968,920,900,791,345,645,635,487,598,514,455,501,402,498,694,538,355,696,648,638,861,360,307,627,626,961,610,574,490,491,254,479,196,782,856,647,321,787,827,599,847,546,306,789,806,622,696,452,280,520,556,45,52,432
MaP,17494,5909.4130859375,20414.0,13529.0,12807.0,13666.0,0.41999998688697815,996.0,899.0,498.6700134277344,1.0,45.0,280.3959655761719,245,619,67,201,483,422,80,126,19,624,680,896,78,961,34,364,839,596,343,16,187,713,5,544,92,68,72,967,619,358,118,609,33,601,938,529,740,82,959,996,866,423,832,1,331,106,968,234,900,791,345,645,655,487,598,514,455,501,402,498,694,538,355,696,648,638,861,360,307,627,626,899,610,574,490,491,254,479,196,782,856,647,602,787,827,599,847,546,306,789,806,622,696,452,280,520,556,45,52,432
MaP,17096,4149.01171875,25238.0,18216.0,19199.0,21106.0,0.949999988079071,998.0,961.0,499.5199890136719,1.0,17.0,297.579345703125,245,895,181,359,927,941,80,126,796,624,20,233,180,681,34,894,839,51,417,387,448,837,481,523,987,148,739,762,619,358,250,611,33,601,938,529,960,53,998,996,944,539,582,1,616,971,378,234,900,498,345,308,655,132,598,504,752,501,402,480,38,909,747,611,648,174,484,386,687,17,626,961,610,53,490,491,686,451,196,59,489,820,253,577,827,880,932,546,417,789,306,185,459,232,134,105,159,893,440,64
