i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,i_19,i_20,i_21,i_22,i_23,i_24,i_25,i_26,i_27,i_28,i_29,i_30,i_31,i_32,i_33,i_34,i_35,i_36,i_37,i_38,i_39,i_40,i_41,i_42,i_43,i_44,i_45,i_46,i_47,i_48,i_49,i_50,i_51,i_52,i_53,i_54,i_55,i_56,i_57,i_58,i_59,i_60,i_61,i_62,i_63,i_64,i_65,i_66,i_67,i_68,i_69,i_70,i_71,i_72,i_73,i_74,i_75,i_76,i_77,i_78,i_79,i_80,i_81,i_82,i_83,i_84,i_85,i_86,i_87,i_88,i_89,i_90,i_91,i_92,i_93,i_94,i_95,i_96,i_97,i_98,i_99,i_100,i_101,i_102,i_103,i_104,i_105,i_106,i_107,i_108,i_109,i_110,i_111,i_112,i_113,i_114,i_115,i_116,i_117,i_118,i_119,target,mean,std,median,max,min,maxmin,small,medium,large,huge
54,53,59,43,57,60,44,51,52,47,60,48,51,57,52,46,43,55,42,60,44,51,55,59,59,46,52,51,44,47,60,49,57,50,52,47,43,51,42,55,46,49,52,58,41,40,51,53,51,57,40,45,60,58,51,45,50,42,43,60,57,41,45,45,42,51,57,59,41,55,50,54,45,46,59,56,41,52,52,54,50,57,55,42,52,59,45,47,46,59,56,50,51,44,50,50,54,60,49,60,54,50,48,56,43,57,50,46,44,50,44,43,47,46,46,53,58,43,48,44,FF,0.330555556,0.043330819,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
58,54,45,59,57,52,48,46,41,53,51,55,44,48,60,54,58,60,43,49,58,50,42,55,51,55,52,51,54,42,48,44,43,58,58,53,52,41,58,57,45,48,51,44,48,51,48,45,60,51,54,55,52,45,51,40,51,48,49,57,50,58,52,51,43,49,55,47,55,51,54,46,53,52,52,44,42,54,49,52,46,53,47,42,44,43,59,45,48,53,43,45,52,49,60,46,56,52,48,46,41,52,54,52,52,47,51,49,44,56,56,51,45,50,47,54,53,43,43,53,FF,0.327333333,0.043544197,0.326666667,0.4,0.266666667,1.5,0,0.55,0.45,0
52,57,56,47,52,54,54,56,41,50,51,44,50,55,60,49,47,55,44,40,45,51,52,52,54,54,48,57,57,52,52,43,44,52,45,47,56,47,50,49,52,51,55,45,46,55,50,45,43,49,54,52,57,57,49,57,42,47,51,41,56,53,47,57,59,44,41,47,54,48,49,48,51,50,46,51,59,51,54,49,44,52,45,60,49,47,47,60,42,58,50,51,52,41,51,52,40,47,43,52,47,43,55,47,57,52,56,42,56,47,43,47,57,46,50,42,47,43,51,52,FF,0.323388889,0.041798912,0.32,0.4,0.266666667,1.5,0,0.591666667,0.408333333,0
56,49,53,55,42,59,44,58,42,47,49,58,45,49,43,47,57,49,44,59,42,58,52,42,59,49,41,41,41,59,48,43,57,49,44,48,60,58,44,42,48,45,48,59,57,50,45,48,60,57,47,43,53,57,57,50,50,53,47,51,57,55,53,47,43,59,45,58,47,44,54,54,53,54,58,51,54,56,41,59,47,51,58,49,57,54,40,50,51,40,42,50,49,42,52,46,52,43,42,54,44,47,41,46,60,59,44,41,55,50,40,48,45,41,50,59,52,52,60,60,FF,0.319722222,0.03913534,0.32,0.4,0.266666667,1.5,0,0.65,0.35,0
50,52,54,53,42,53,50,55,54,47,48,59,58,52,43,52,51,47,49,56,41,46,45,53,52,51,53,50,55,55,59,53,51,50,53,54,54,47,50,45,46,42,51,49,42,56,45,60,49,45,52,46,59,52,51,51,52,40,42,53,45,47,47,50,56,54,50,42,58,51,40,54,48,59,45,54,54,43,53,52,45,59,59,51,50,49,60,48,53,53,45,46,59,40,54,44,51,49,55,51,45,48,51,51,54,42,47,51,46,59,52,59,55,42,45,53,46,42,48,56,FF,0.323611111,0.040101606,0.326666667,0.4,0.266666667,1.5,0,0.633333333,0.366666667,0
52,51,53,47,55,55,51,42,44,58,46,51,48,51,60,46,60,53,55,46,55,51,51,55,51,48,44,59,48,58,44,50,50,42,55,43,47,53,55,45,50,60,51,59,59,42,40,43,55,48,42,53,43,56,51,60,43,54,47,49,47,58,52,57,51,52,58,55,42,44,51,45,60,55,50,51,56,45,48,47,40,57,55,40,51,45,49,43,60,45,54,51,49,57,59,44,46,49,57,57,46,45,42,55,49,44,47,46,48,50,52,60,49,41,51,53,55,48,46,47,FF,0.331333333,0.042477874,0.333333333,0.4,0.266666667,1.5,0,0.541666667,0.458333333,0
57,52,51,54,46,57,50,40,55,47,50,59,55,54,60,60,56,45,54,56,52,45,54,53,48,55,54,41,52,48,47,57,52,47,45,41,50,46,59,42,43,52,54,44,44,45,60,55,44,45,54,41,48,43,59,53,57,56,49,45,50,47,53,43,60,60,48,50,54,47,52,50,52,57,57,46,40,50,52,48,52,52,53,40,42,43,48,52,60,60,60,60,53,46,50,45,52,48,59,60,41,60,52,56,59,48,45,43,44,42,50,56,57,52,57,43,47,46,49,60,FF,0.329277778,0.041234868,0.326666667,0.4,0.266666667,1.5,0,0.55,0.45,0
47,60,59,50,46,52,56,52,43,54,40,60,60,60,41,60,49,41,56,52,48,48,60,45,53,42,52,51,52,50,50,50,40,50,52,42,55,47,48,45,50,53,52,51,45,59,54,54,42,52,40,57,55,54,45,57,59,49,51,48,59,51,57,42,50,60,51,56,50,55,53,41,43,47,60,42,41,50,50,45,50,54,40,49,46,60,58,51,41,55,45,50,50,53,47,40,52,52,46,46,59,57,49,45,50,48,52,53,41,47,60,40,50,49,45,44,55,60,50,60,FF,0.322277778,0.042230047,0.316666667,0.4,0.266666667,1.5,0,0.625,0.375,0
45,59,46,56,50,48,59,46,56,48,41,45,51,54,58,50,58,44,42,56,53,52,52,42,48,53,54,48,41,46,53,53,52,52,52,49,43,49,45,50,53,46,51,47,50,56,52,59,48,54,49,47,51,59,57,46,54,53,54,47,42,43,56,48,58,43,54,50,50,46,56,49,60,56,44,53,40,54,54,58,53,44,59,47,54,40,48,48,50,60,54,47,49,51,47,52,58,45,59,60,52,41,50,50,47,44,48,59,54,42,41,52,50,46,58,59,41,44,40,54,FF,0.328888889,0.039533539,0.33,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0
52,54,60,44,48,44,57,49,56,52,54,50,57,50,52,56,59,46,48,51,55,47,56,43,54,44,50,42,56,52,42,54,53,56,42,46,47,54,49,53,54,43,56,53,46,48,54,58,49,47,51,50,52,49,54,43,59,51,47,48,57,46,43,55,53,43,47,48,59,48,52,50,55,52,42,41,52,49,54,52,51,44,54,49,43,46,56,57,49,42,48,47,56,49,57,48,44,47,45,49,60,44,53,60,56,44,46,52,50,48,48,50,46,55,43,54,47,60,60,48,FF,0.326277778,0.041044221,0.326666667,0.4,0.266666667,1.5,0,0.625,0.375,0
56,60,43,56,53,53,40,47,46,57,60,60,52,58,53,56,55,54,50,54,44,60,60,47,60,56,56,60,41,41,49,48,58,49,40,60,46,48,47,55,46,60,59,43,49,47,60,44,53,52,44,45,52,52,41,41,52,51,50,47,57,43,54,54,60,60,56,46,42,51,43,52,43,59,60,52,42,49,59,60,46,47,53,50,42,54,44,52,49,60,53,45,58,52,50,44,55,51,45,41,58,60,47,47,52,44,54,60,60,44,60,60,52,48,42,43,50,47,48,55,FF,0.324055556,0.0420599,0.326666667,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0
52,58,57,49,53,57,54,44,53,60,44,40,43,54,51,40,44,48,58,44,53,45,60,44,52,47,48,43,53,49,41,50,59,53,57,56,53,53,49,48,52,54,55,52,54,50,48,56,44,43,50,57,46,56,53,52,51,49,56,46,47,40,47,43,45,59,56,49,51,56,44,50,50,50,45,54,49,57,41,43,47,52,41,46,60,57,49,60,58,54,44,56,48,60,52,41,52,46,53,52,57,44,45,50,40,48,57,56,43,46,48,42,45,50,51,60,60,49,54,54,FF,0.322777778,0.044142062,0.32,0.4,0.266666667,1.5,0,0.591666667,0.408333333,0
46,43,60,44,52,54,43,60,50,58,42,46,58,59,51,46,49,51,51,42,59,57,50,46,49,60,58,47,52,60,44,55,53,46,56,42,41,48,56,46,51,43,50,43,58,57,51,53,49,48,50,49,41,51,46,50,54,46,57,57,47,50,46,60,58,43,51,52,51,40,55,51,52,51,44,56,53,47,49,59,54,47,53,40,44,60,60,55,60,57,46,54,41,47,42,50,54,53,43,53,41,56,58,46,43,47,49,45,43,58,54,46,50,50,41,44,59,56,50,41,FF,0.320111111,0.041322519,0.32,0.393333333,0.266666667,1.475,0,0.625,0.375,0
56,51,59,59,45,43,59,58,49,43,46,54,49,56,47,43,57,49,60,50,57,47,47,52,56,60,44,47,52,57,58,46,47,51,56,40,45,51,43,52,56,42,50,47,52,45,53,41,50,59,59,48,43,47,59,47,56,52,44,43,52,41,47,46,47,60,58,45,59,59,44,51,58,60,43,47,47,44,54,52,51,58,53,43,56,59,41,44,41,47,54,56,47,56,59,41,40,59,47,52,55,43,60,45,45,51,53,59,46,53,53,41,58,56,45,49,57,53,47,44,FF,0.328166667,0.041579124,0.33,0.4,0.266666667,1.5,0,0.583333333,0.416666667,0
48,51,51,51,54,50,53,48,45,55,49,59,42,47,60,47,58,51,50,60,50,52,51,43,48,59,58,42,50,52,51,56,47,49,51,53,58,51,41,60,42,45,48,52,46,49,54,60,58,52,51,49,48,51,52,58,52,42,55,46,60,51,44,56,58,52,41,51,56,51,40,43,54,43,45,50,43,52,57,48,51,50,40,40,57,60,60,42,59,50,51,44,60,60,55,52,40,55,60,60,58,52,47,57,43,54,60,41,40,56,48,48,43,51,60,46,60,46,51,40,FF,0.327,0.039792646,0.32,0.4,0.266666667,1.5,0,0.6,0.4,0
58,47,57,48,51,49,44,56,50,51,42,45,60,54,51,49,45,54,45,59,59,48,58,59,59,59,51,47,60,46,58,44,43,52,47,40,57,44,57,50,55,51,46,51,43,44,51,48,50,44,56,55,53,46,40,60,53,50,53,53,44,42,53,55,59,52,52,51,47,59,48,53,53,51,54,47,48,44,43,42,58,50,55,59,53,46,59,55,45,52,47,60,44,52,52,45,56,59,54,48,59,44,48,51,46,45,52,43,55,44,56,56,50,43,40,52,60,45,45,43,FF,0.327666667,0.040764405,0.33,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0
59,49,50,59,47,60,49,47,60,60,43,60,42,54,47,41,56,47,56,47,53,44,52,54,43,41,52,42,56,45,60,42,56,47,55,60,55,54,47,50,41,50,51,57,52,53,44,57,50,60,50,50,60,53,52,45,51,56,43,42,57,45,50,50,43,54,43,47,46,47,56,47,60,57,53,50,60,40,57,50,53,40,43,56,47,60,56,43,45,50,49,40,56,60,49,56,53,52,40,56,44,43,42,52,47,51,52,41,41,43,55,56,55,51,50,41,51,49,53,46,FF,0.317611111,0.036645482,0.32,0.4,0.266666667,1.5,0,0.683333333,0.316666667,0
58,45,55,46,41,54,60,60,48,54,50,54,52,52,45,53,51,46,58,58,58,47,52,55,55,49,49,55,46,46,59,45,46,46,51,58,46,47,60,49,60,54,43,49,46,54,53,47,51,55,57,43,51,41,51,43,57,57,49,51,58,55,53,44,52,42,53,54,44,42,54,55,49,51,56,56,51,41,42,52,40,54,48,54,57,50,51,45,48,53,51,42,46,53,48,59,53,44,50,43,43,43,51,46,46,47,55,56,48,49,46,44,53,43,48,46,44,60,60,60,FF,0.323833333,0.044964246,0.326666667,0.4,0.266666667,1.5,0,0.591666667,0.408333333,0
60,49,52,53,47,55,56,41,48,51,58,58,58,42,46,46,52,52,46,44,60,54,52,43,52,58,56,48,51,59,49,60,47,55,46,48,54,54,54,49,51,56,52,46,58,57,47,50,44,52,54,49,55,49,60,43,43,40,56,41,52,54,46,46,42,53,54,53,55,60,44,50,47,60,40,60,52,41,52,53,46,45,42,58,52,45,47,45,58,58,49,49,43,54,42,47,40,50,53,47,47,60,47,55,43,53,45,57,60,60,55,48,47,43,43,42,56,48,51,43,FF,0.325833333,0.040598349,0.32,0.4,0.266666667,1.5,0,0.558333333,0.441666667,0
57,50,43,54,52,57,51,42,58,46,46,43,59,59,49,57,42,48,52,59,60,54,44,52,42,49,56,58,41,45,44,56,48,43,54,52,51,52,56,46,60,50,54,50,54,51,43,44,42,46,58,50,53,49,55,46,47,51,58,49,56,48,46,54,48,50,50,50,57,51,60,46,41,50,56,50,45,56,57,50,51,52,44,47,52,48,50,41,59,45,56,50,53,55,42,60,49,44,46,52,44,55,59,47,43,44,51,50,49,42,47,50,60,41,53,43,46,44,44,58,FF,0.318777778,0.040232595,0.326666667,0.4,0.266666667,1.5,0,0.608333333,0.391666667,0
45,55,53,51,43,53,53,53,49,57,53,48,56,51,56,53,46,43,40,44,53,45,51,43,40,56,47,60,59,44,50,59,52,58,43,48,47,60,55,52,48,43,57,46,56,54,41,56,57,51,48,42,48,49,45,43,53,46,60,54,44,48,51,57,48,40,53,52,59,42,48,51,45,42,43,58,57,52,41,53,51,46,51,57,60,45,51,51,41,56,48,47,50,40,47,56,55,50,49,45,56,55,49,48,45,44,51,45,42,51,47,55,55,46,48,42,53,48,51,51,FF,0.331388889,0.041172324,0.33,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
51,54,60,52,54,53,47,45,50,55,42,53,50,56,45,52,59,50,55,47,49,42,59,54,54,53,54,50,42,49,50,54,47,55,52,42,49,60,49,57,51,52,58,55,49,42,48,43,57,43,58,49,41,55,51,46,53,47,50,41,53,57,60,45,44,49,60,50,42,55,43,49,41,50,46,52,53,46,52,42,41,42,41,54,49,47,55,49,49,59,46,46,42,42,41,55,40,50,51,59,40,58,45,48,45,58,59,40,47,49,44,48,60,42,52,53,58,45,42,40,FF,0.320166667,0.044921032,0.313333333,0.4,0.266666667,1.5,0,0.633333333,0.366666667,0
57,50,55,47,47,48,47,55,53,54,51,47,43,52,51,59,43,51,59,45,60,45,56,53,46,55,41,54,51,45,60,60,49,40,40,59,60,54,50,45,54,57,53,51,42,50,49,55,50,59,48,46,49,59,52,57,55,51,54,40,51,45,46,54,58,50,43,50,45,42,54,55,52,55,60,46,44,49,56,54,53,44,41,47,55,43,45,42,54,48,44,43,55,52,50,55,47,49,55,41,59,48,45,46,48,48,43,59,60,60,53,60,49,54,60,43,47,52,60,60,FF,0.328111111,0.041378518,0.32,0.4,0.266666667,1.5,0,0.55,0.45,0
53,57,54,50,50,53,50,57,46,41,53,50,50,46,59,44,57,42,50,59,50,48,53,54,51,44,48,41,59,56,52,48,59,54,41,45,53,43,50,60,54,43,52,57,50,56,51,54,54,46,60,47,43,59,56,49,50,51,42,44,51,51,50,49,59,54,43,54,45,57,48,40,45,53,50,52,54,40,48,50,50,43,44,50,50,57,42,52,44,47,52,58,44,46,47,46,59,50,59,51,42,50,41,45,53,45,50,49,43,47,45,51,54,47,60,41,54,54,43,42,FF,0.334444444,0.040614637,0.333333333,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
47,56,54,51,47,47,57,59,45,51,40,53,45,47,49,50,51,55,50,45,47,59,56,54,59,49,53,49,51,55,44,60,60,54,56,60,60,54,54,60,52,51,53,40,42,58,48,44,46,47,40,55,50,45,48,56,60,47,46,45,51,43,43,56,56,51,50,42,53,59,51,48,58,47,47,58,50,43,45,53,47,44,56,45,40,49,57,50,48,40,56,57,48,48,53,46,49,51,45,48,51,53,56,44,55,60,51,44,46,50,48,43,41,56,52,45,49,46,47,57,FF,0.326833333,0.041516199,0.326666667,0.4,0.266666667,1.5,0,0.575,0.425,0
56,52,58,48,47,57,54,49,44,50,52,51,57,47,46,51,52,48,59,51,53,55,60,60,60,47,40,60,56,42,54,50,42,56,49,44,49,40,60,59,52,52,58,60,42,57,44,52,56,51,50,49,51,51,47,40,40,52,45,60,54,56,60,50,51,43,58,45,57,41,41,43,50,55,59,58,46,49,59,57,52,58,48,49,46,47,40,54,44,45,47,58,60,47,56,52,40,42,48,60,55,41,51,60,60,59,47,55,44,51,60,60,43,42,42,51,44,47,44,52,FF,0.319666667,0.039632768,0.32,0.4,0.266666667,1.5,0,0.6,0.4,0
49,56,49,49,53,52,55,45,42,55,59,48,59,54,47,55,50,45,49,60,57,43,53,52,58,56,45,50,47,54,49,41,53,48,49,48,57,57,50,52,57,45,58,49,57,40,53,50,55,48,44,52,50,47,54,43,52,59,55,50,49,40,52,48,50,45,51,52,43,45,53,47,57,56,53,53,54,41,60,59,59,49,54,43,53,53,50,51,55,50,40,40,47,53,52,53,50,57,59,41,60,52,58,60,42,60,50,58,51,47,44,45,51,43,43,52,42,48,52,46,FF,0.323111111,0.041825151,0.326666667,0.4,0.266666667,1.5,0,0.583333333,0.416666667,0
59,46,51,52,47,57,50,42,50,50,54,53,56,52,43,41,46,59,51,47,52,49,51,51,55,43,50,58,42,45,44,52,51,57,58,40,42,51,41,52,50,48,40,40,40,40,53,60,57,49,55,53,54,41,42,55,47,60,54,56,59,41,50,51,45,54,43,54,50,46,48,56,46,53,52,56,40,46,41,49,48,45,52,51,49,57,59,46,56,46,45,53,53,48,46,54,42,50,54,56,45,52,53,52,44,40,56,58,46,46,50,52,51,52,42,54,48,48,47,48,FF,0.326611111,0.03650968,0.323333333,0.4,0.266666667,1.5,0,0.6,0.4,0
52,51,47,50,55,57,49,43,50,50,53,51,46,50,56,60,54,52,48,45,50,58,47,56,43,44,46,57,53,48,58,46,56,48,49,48,46,56,53,53,45,52,54,46,52,50,40,54,48,45,52,41,44,51,53,54,56,60,48,45,55,54,40,51,51,51,48,56,56,52,42,53,51,43,51,56,50,56,57,41,52,46,43,53,55,56,53,42,53,54,44,43,41,51,51,57,60,48,55,42,51,46,44,60,60,41,48,54,55,44,42,50,41,44,56,58,45,60,60,47,FF,0.325611111,0.039217327,0.326666667,0.4,0.266666667,1.5,0,0.658333333,0.341666667,0
48,58,60,49,56,53,60,53,40,60,43,56,53,47,56,51,46,41,60,41,47,44,60,45,53,47,41,49,60,50,51,48,55,51,60,50,43,52,58,57,44,43,51,49,42,60,47,56,41,47,51,56,47,40,56,48,58,47,40,58,46,46,55,50,54,56,60,60,58,49,54,41,52,43,47,56,47,58,45,45,55,44,51,47,50,53,40,43,53,47,57,57,44,44,52,43,55,41,52,50,40,60,43,60,53,56,47,58,45,40,47,55,55,56,51,46,41,46,43,58,FF,0.3265,0.040881624,0.333333333,0.4,0.266666667,1.5,0,0.55,0.45,0
52,50,51,54,48,53,51,56,53,49,50,54,51,55,54,46,54,58,58,42,57,52,60,45,55,41,52,45,57,51,57,53,44,48,58,41,56,54,45,49,49,53,55,52,58,59,58,60,46,59,59,55,42,49,44,53,52,43,46,51,52,42,48,55,47,49,50,47,52,45,55,60,51,48,45,60,41,47,58,48,60,57,40,45,45,52,40,42,43,53,42,52,45,42,50,45,60,55,45,45,48,59,55,53,52,54,40,59,46,43,45,42,56,41,59,60,44,45,45,43,FF,0.327833333,0.040727855,0.32,0.4,0.266666667,1.5,0,0.591666667,0.408333333,0
56,50,60,44,50,58,40,50,46,42,59,45,50,52,60,50,50,54,43,50,59,57,47,51,58,60,46,50,55,54,58,49,58,46,40,51,41,60,45,60,41,50,52,40,58,56,51,41,48,43,57,41,45,60,60,54,45,59,40,60,44,46,46,40,56,43,58,48,47,45,52,41,59,57,51,47,60,48,56,46,43,56,53,52,40,56,41,45,53,59,52,43,60,60,60,60,50,48,55,55,50,52,45,57,53,42,45,43,60,54,60,49,53,55,48,47,59,59,48,41,FF,0.321944444,0.039524681,0.32,0.4,0.266666667,1.5,0,0.641666667,0.358333333,0
53,45,54,54,42,57,52,57,52,53,42,54,49,57,48,41,54,49,54,54,44,43,51,48,49,56,51,47,45,43,59,54,41,51,60,40,45,47,46,58,50,60,43,47,60,52,46,51,59,47,43,49,54,48,53,50,48,46,40,50,56,49,60,51,54,59,59,42,45,50,57,48,56,56,44,54,54,46,54,49,56,43,41,45,45,49,56,40,46,42,59,45,46,56,52,54,48,51,54,45,59,48,44,49,45,56,55,52,60,49,50,53,43,43,56,41,59,47,60,60,FF,0.328333333,0.038547387,0.326666667,0.4,0.273333333,1.463414634,0,0.633333333,0.366666667,0
60,59,52,56,56,50,50,46,54,50,51,51,42,44,53,58,51,54,40,51,53,46,57,56,46,56,48,41,46,50,48,45,58,50,60,59,50,56,51,53,57,56,47,47,42,51,49,50,59,59,48,53,51,49,43,52,56,47,43,52,51,46,52,49,46,60,55,40,49,51,54,56,54,54,53,47,45,56,41,40,51,55,41,51,47,49,43,50,53,46,51,57,50,55,53,52,51,40,50,57,54,56,40,44,55,47,51,43,43,44,46,54,58,42,50,44,40,49,50,51,FF,0.331555556,0.038822379,0.33,0.4,0.266666667,1.5,0,0.525,0.475,0
42,60,59,51,55,50,50,51,55,50,49,43,48,40,58,55,55,52,57,57,45,53,51,45,44,57,51,53,48,60,56,46,50,55,50,49,42,60,47,57,55,55,51,51,41,51,45,40,48,46,53,48,58,42,55,52,56,48,50,46,52,52,59,58,44,46,48,48,45,44,41,53,52,58,45,49,60,52,53,54,40,44,53,47,51,55,55,53,43,50,56,59,45,52,44,46,43,41,57,47,40,45,45,60,57,48,47,42,56,56,47,47,59,48,50,44,47,45,52,48,FF,0.325222222,0.041648418,0.32,0.4,0.266666667,1.5,0,0.6,0.4,0
48,57,57,53,54,55,40,60,44,54,52,47,55,58,50,60,60,59,51,56,50,40,58,46,50,44,41,50,59,57,48,51,50,44,56,46,59,54,42,50,45,52,56,57,47,40,47,51,52,42,50,51,44,49,48,41,57,52,47,54,46,46,52,51,53,48,60,60,54,49,50,45,53,57,58,57,60,48,52,47,51,53,44,42,56,48,46,57,42,56,52,48,57,42,57,45,49,46,57,56,52,41,47,52,45,42,40,51,44,42,47,48,59,43,51,57,57,49,44,42,FF,0.317944444,0.041194089,0.313333333,0.4,0.266666667,1.5,0,0.633333333,0.366666667,0
46,59,60,60,45,44,59,55,50,42,50,50,58,50,46,55,46,53,52,48,51,55,58,45,50,42,52,60,59,46,50,44,54,59,47,49,56,49,58,53,44,50,52,49,45,43,50,47,53,57,51,60,49,47,45,45,60,46,49,57,58,45,52,49,50,60,50,49,56,55,44,49,50,47,48,46,44,52,45,55,56,50,47,58,50,51,51,42,40,50,58,51,50,49,48,53,44,47,51,40,42,54,53,47,58,55,46,47,52,43,59,53,55,55,45,42,48,42,49,46,FF,0.328555556,0.039161933,0.326666667,0.4,0.266666667,1.5,0,0.566666667,0.433333333,0
48,53,55,53,49,42,45,58,49,60,47,49,48,53,50,47,41,53,47,54,51,52,47,58,49,55,50,50,59,56,54,60,47,49,59,47,47,49,59,45,43,44,54,45,46,47,46,57,58,45,53,41,41,55,58,47,50,59,42,50,47,56,42,47,56,48,52,55,48,53,46,40,49,53,54,54,56,50,43,46,54,50,60,59,47,49,43,41,40,48,44,53,59,60,60,47,53,50,48,58,43,60,47,50,44,40,47,47,58,56,47,45,60,60,43,57,59,50,50,41,FF,0.315777778,0.04134014,0.313333333,0.4,0.266666667,1.5,0,0.7,0.3,0
60,60,48,44,58,55,48,50,48,52,47,52,53,58,50,42,52,55,43,56,44,52,57,58,50,45,53,53,57,47,52,56,47,52,49,42,49,56,54,48,52,44,50,47,41,53,45,52,41,40,54,56,49,44,59,57,50,45,40,52,53,53,41,57,60,49,40,53,55,41,60,45,60,45,49,60,43,53,42,47,50,60,60,47,41,52,57,55,41,55,52,58,57,47,49,55,49,53,46,59,40,49,46,51,48,40,54,45,44,47,42,59,58,50,60,60,55,45,50,42,FF,0.324555556,0.038602897,0.32,0.4,0.266666667,1.5,0,0.575,0.425,0
59,46,53,55,56,44,50,53,57,57,51,42,42,60,44,60,46,47,53,57,58,47,40,51,43,59,54,52,45,44,51,42,59,52,57,55,48,41,47,48,51,53,51,49,48,42,48,60,59,48,54,52,43,48,58,44,57,48,45,51,57,48,40,59,59,47,58,40,46,44,54,47,46,49,42,57,43,47,48,46,59,55,48,44,48,58,58,47,44,50,43,44,54,42,52,50,56,48,40,58,58,50,44,50,54,44,46,58,58,58,60,49,48,53,58,55,47,42,50,53,FF,0.325555556,0.03951464,0.32,0.4,0.266666667,1.5,0,0.65,0.35,0
41,55,54,55,55,55,46,52,53,45,52,54,49,55,51,43,59,56,54,60,44,50,40,51,46,45,55,46,45,50,52,56,50,42,56,49,52,44,49,41,41,41,56,51,43,60,45,56,45,52,42,48,54,56,58,53,40,48,52,51,59,45,59,43,40,48,56,54,47,58,47,48,40,45,55,47,60,60,47,40,57,46,58,47,40,46,46,43,55,43,53,43,48,60,59,45,53,54,52,57,54,47,45,49,42,53,43,55,45,53,58,52,60,52,41,42,43,60,55,60,FF,0.330055556,0.041565947,0.326666667,0.4,0.266666667,1.5,0,0.533333333,0.466666667,0
57,46,47,52,58,60,60,60,40,60,57,48,49,55,48,51,46,51,52,56,47,57,48,57,47,53,55,45,52,57,42,50,41,51,60,51,46,60,45,58,45,47,49,51,41,53,42,50,43,47,50,49,59,60,43,42,49,57,47,50,59,57,50,54,54,51,52,44,54,43,56,60,41,60,49,59,53,50,51,47,47,59,60,45,55,46,45,49,57,51,47,42,47,56,59,40,46,55,50,47,45,45,60,42,52,40,51,47,50,55,43,57,42,46,45,58,55,60,47,60,FF,0.333444444,0.040491687,0.333333333,0.4,0.266666667,1.5,0,0.516666667,0.483333333,0
56,54,50,53,52,40,49,47,56,49,52,60,60,52,49,41,49,50,53,49,59,60,53,41,53,55,60,46,52,44,51,57,42,51,60,49,47,47,60,59,44,59,51,42,48,42,60,54,60,55,47,52,43,53,43,46,51,49,55,42,49,53,52,56,60,60,52,41,40,57,57,48,49,54,53,57,50,48,53,46,50,56,60,60,56,52,49,42,51,44,46,44,60,53,50,49,43,43,58,50,56,45,57,56,41,44,43,48,47,47,51,52,47,52,48,50,50,46,42,54,FF,0.322833333,0.040590069,0.333333333,0.4,0.266666667,1.5,0,0.6,0.4,0
51,51,55,52,42,50,54,55,52,59,46,46,60,42,60,54,45,44,60,43,52,50,57,52,40,55,52,51,57,42,55,43,60,42,52,50,41,42,50,58,59,50,49,45,56,57,52,60,46,50,45,55,44,54,54,45,40,45,60,42,55,50,49,55,41,49,49,41,60,46,52,45,48,52,57,56,52,53,42,54,60,50,42,53,41,53,50,59,56,44,43,51,51,52,40,52,49,43,47,49,59,49,54,51,51,50,60,60,52,41,49,49,60,53,45,42,50,49,50,50,FF,0.320555556,0.04058934,0.32,0.4,0.266666667,1.5,0,0.65,0.35,0
50,47,53,53,48,49,50,50,57,52,41,55,52,41,53,47,51,55,60,60,59,50,44,46,51,49,57,52,45,59,50,43,47,56,50,41,45,57,48,44,57,44,50,60,45,45,52,52,42,46,40,59,51,56,54,45,58,60,49,51,47,40,50,49,44,58,50,48,59,60,50,48,48,57,54,52,54,51,45,41,58,51,41,57,53,51,53,41,46,59,48,40,57,47,60,47,52,53,43,59,48,47,46,43,51,41,60,57,52,51,40,53,60,46,45,43,41,49,46,60,FF,0.327055556,0.036528089,0.323333333,0.4,0.266666667,1.5,0,0.616666667,0.383333333,0
55,44,51,49,58,52,55,48,43,43,50,52,60,43,54,51,59,49,45,47,48,45,57,48,49,56,52,49,49,59,42,50,50,44,50,56,52,53,42,41,60,49,45,51,57,56,49,55,49,55,44,47,42,41,57,52,56,52,49,45,60,53,49,51,46,50,57,48,49,48,51,41,44,59,58,42,52,53,47,52,45,51,55,51,41,59,55,44,51,52,44,42,55,48,60,59,45,46,50,43,55,42,45,57,40,48,45,49,59,53,50,60,60,51,51,60,48,47,42,60,FF,0.326333333,0.037071612,0.326666667,0.4,0.266666667,1.5,0,0.55,0.45,0
