target,N,capacity,avg_eff,max_p,max_w,mean,min_p,min_w,std
Jooken,600,10000000000,635.1393548687616,5000100100,5000100100,1743840050.7225,3,5,1718578319.373107
Jooken,1200,1000000,1588.3808722779738,500197,500198,60955.887083333335,1,1,128764.95481630214
Jooken,1000,1000000,1363.9878475751705,500400,500399,400231.2925,2,2,200039.60733269536
Jooken,1000,10000000000,1630.646009424581,6000000297,6000000300,1670281401.1295,3,1,1640745316.7344093
Jooken,800,1000000,1336.0862490898971,600199,600199,205724.735625,1,1,196125.37149762962
Jooken,800,100000000,1331.3898221358943,50010200,50010200,40008100.61125,2,1,20004000.988523714
Jooken,400,1000000,475.897559437953,510200,510200,408101.13375,3,7,203994.28128286675
Jooken,1200,10000000000,1547.596337860099,5001000100,5001000100,609049957.3829167,1,1,1287654172.2739155
Jooken,400,1000000,488.4665189416697,600200,600200,480103.9675,4,5,239998.8159843324
Jooken,600,1000000,987.7395993974287,600287,600288,157304.41166666665,3,1,143624.71730969174
Jooken,1200,1000000,1774.7476569799799,500200,500199,155102.01916666667,1,1,171042.8720360838
Jooken,600,10000000000,909.6341871014487,5001000200,5001000200,3500700097.44,1,1,2291746101.343895
Jooken,1200,100000000,1525.2193212162572,50000299,50000300,17437649.15041667,1,2,17185680.706257336
Jooken,600,1000000,644.4373412216685,500308,500309,174532.44333333333,2,8,171861.2906653748
Jooken,1000,10000000000,1341.5057928625308,5000000100,5000000100,4000000050.433,1,1,1999999999.8077502
Jooken,1200,1000000,1535.362327944659,500200,500200,400100.82666666666,1,1,199999.4028162854
Jooken,800,100000000,1185.0319708077805,50001099,50001099,35000750.7,1,1,22913336.250923913
Jooken,400,1000000,497.57839282195107,600100,600098,189855.0025,1,1,162076.6394089691
Jooken,800,100000000,1670.9056948308871,50100298,50100299,5444369.771875,1,1,12272287.94300371
Jooken,1000,1000000,1412.2974425618327,510100,510100,95797.993,1,1,148328.61711246063
Jooken,400,100000000,455.8568325648865,50001199,50001199,40000898.36,10,4,20000396.914457
Jooken,1200,100000000,1428.488587097404,50100200,50100199,15580103.1275,1,4,17122620.611704756
Jooken,400,10000000000,837.8703648377353,5000100284,5000100282,600004905.76125,4,1,1280669453.0062852
Jooken,800,10000000000,1016.0615293381169,6000000100,6000000100,2350000051.604375,1,1,1925000001.6597772
Jooken,400,100000000,491.2313048805239,60000100,60000100,48000052.41,1,2,23999999.608143155
Jooken,600,10000000000,610.022703598664,5010000198,5010000198,1007046975.8083333,4,13,1529453542.8437154
Jooken,800,1000000,983.9310238062762,510196,510200,96664.8225,1,1,148695.3821538004
Jooken,400,100000000,497.5303500269382,51000297,51000289,14262647.74375,1,7,17047496.637358867
Jooken,1000,1000000,1805.2040546143733,500198,500196,76949.9275,1,1,140572.6755474308
Jooken,800,10000000000,1186.319017606873,5100000296,5100000300,843236481.6575,1,1,1426165570.2934806
Jooken,1200,10000000000,1448.3725211387741,5000000299,5000000298,1743750152.4366667,1,4,1718568170.387885
Jooken,600,1000000,837.5312369624696,501298,501300,136472.63,4,3,168251.3163216307
Jooken,600,100000000,939.5976335126182,50000299,50000290,8816228.863333333,3,2,14721412.467476843
Jooken,1200,1000000,1405.3712817920352,500098,500100,69208.96333333333,2,3,135176.53828134766
Jooken,400,1000000,409.0138293298319,500392,500392,100042.74625,4,15,152888.9730555293
Jooken,1200,1000000,1354.8781504540261,500100,500100,99855.28083333334,1,1,152879.84467903042
Jooken,1000,100000000,1274.514026159117,50000099,50000099,6099305.432,3,2,12889236.488320397
Jooken,800,10000000000,1207.7535929975068,5000100200,5000100200,3500070101.149375,1,1,2291333672.798025
Jooken,1000,10000000000,1169.6782671773733,6000000200,6000000200,2643750100.8685,2,2,1841799816.610965
Jooken,800,10000000000,1262.8134381916364,6000000200,6000000200,2056250098.784375,1,1,1961235657.392297
Jooken,400,100000000,487.67649024615986,50010099,50010099,6758002.50875,1,1,13396462.83207713
Jooken,1200,10000000000,1700.5292855534872,5001000100,5001000100,882403122.74375,1,1,1472264256.2188964
Jooken,400,10000000000,764.4022450507096,5010000199,5010000188,531761015.21,1,1,1215646853.6824067
Jooken,1200,10000000000,1697.137860423932,6000000100,6000000099,1470986379.2358334,1,1,1632175038.3468773
Jooken,600,100000000,931.4129900060109,50010198,50010200,6007165.8741666665,4,1,12807624.223550392
Jooken,600,10000000000,868.814015233539,6000000291,6000000293,1455169422.4716666,1,5,1630449855.072849
Jooken,1000,1000000,1839.9550216144617,500199,500194,53094.4305,1,1,121896.52990417393
Jooken,400,100000000,457.3541065882284,51000099,51000097,7626725.97,4,3,13461414.367157029
Jooken,400,100000000,557.0195587392045,50100195,50100194,13632601.93875,1,3,16825138.792457726
Jooken,800,100000000,1160.2469675147627,51000299,51000298,6920655.596875,1,2,13012227.665622361
Jooken,1000,10000000000,1355.3646522802524,5010000100,5010000092,536825352.8125,1,1,1220308501.0474975
Jooken,800,10000000000,873.8926498999722,5010000296,5010000299,1752750148.131875,1,6,1719585144.4416645
Jooken,600,10000000000,939.0091164282711,5001000100,5001000099,1356950051.2716668,1,1,1680330107.050262
Jooken,600,100000000,670.5313058774826,51000300,51000300,45900148.1775,3,8,15300001.020527286
Jooken,400,100000000,471.08332417726285,50010297,50010299,17446651.73625,3,3,17186700.60438387
Jooken,600,10000000000,641.1002402635847,5010000100,5010000098,692133302.37,3,4,1346284939.0592642
Jooken,1200,100000000,1613.6554467693766,50001097,50001099,8816926.745416667,1,1,14721537.038149722
Jooken,800,10000000000,1136.9200401497576,5010000100,5010000100,3507000051.486875,1,1,2295870423.61163
Jooken,400,100000000,638.2811224316496,51000298,51000293,8432519.93125,1,1,14261656.292713528
Jooken,600,100000000,901.3345859939526,50010100,50010100,35007050.83833333,1,1,22917460.202716127
Jooken,1000,1000000,1108.4824228440616,500097,500100,69041.6125,3,2,135055.89786949087
Jooken,600,1000000,1137.0209502160674,600300,600300,420147.26416666666,1,1,274957.3011202395
Jooken,400,100000000,441.5363324503754,60000200,60000200,54000101.87125,8,4,18000002.69467149
Jooken,600,1000000,707.98527189136,600200,600200,540100.3208333333,1,1,179999.53586923378
Jooken,1000,100000000,1346.2768370967608,50001199,50001199,15500900.4985,2,1,17104641.890928596
Jooken,800,1000000,1183.252889801976,500300,500300,450148.645,12,1,149994.6819073604
Jooken,800,1000000,985.3085067851873,501197,501199,89472.896875,1,1,147559.23825971977
Jooken,1000,10000000000,1247.1665880712533,5010000198,5010000200,1007046976.859,2,2,1529453545.2112381
Jooken,1200,10000000000,1499.856973298216,5100000197,5100000200,1088046973.2858334,1,1,1535605415.5079682
Jooken,400,100000000,499.65666945629357,51000199,51000199,7626778.82,8,2,13461417.033634765
Jooken,600,1000000,771.1380433841543,500109,500108,155058.67416666666,1,2,171047.77245785654
Jooken,400,10000000000,524.622809626692,5000100092,5000100099,525004213.435,2,4,1214279868.027565
Jooken,1200,100000000,2033.4558261184131,50010299,50010299,15508151.66125,2,1,17106269.118048128
Jooken,600,10000000000,615.3348175385441,5100000099,5100000100,1088046925.2233334,1,6,1535605415.5754976
Jooken,1200,100000000,1641.5208997343452,50000200,50000199,15500101.477083333,2,2,17104457.22124929
Jooken,800,10000000000,992.1761242613472,5000100100,5000100100,4000080050.96875,1,2,2000039999.9843752
Jooken,800,1000000,945.5605662795333,500292,500300,68930.9025,1,5,134880.70027853036
Jooken,400,10000000000,486.0624700716281,6000000093,6000000095,1379926809.5075,1,6,1440713583.6251714
Jooken,800,1000000,896.4914142887137,510299,510287,77824.154375,3,7,135453.03100019318
Jooken,1200,10000000000,2020.0415672190659,6000000199,6000000200,1226601662.35125,1,2,1425866805.9552321
Jooken,1000,100000000,1297.4305895623977,50001097,50001098,6100099.535,2,1,12889334.255777653
Jooken,1000,1000000,1075.1774611214735,500209,500209,174483.3165,1,3,171858.01456158608
Jooken,1000,10000000000,1447.0714472634677,5001000200,5001000200,4000800102.338,1,1,2000399998.7615008
Jooken,800,1000000,1083.181909621376,500205,500205,174486.36125,13,1,171857.18532686014
Jooken,1000,1000000,1100.2302800554064,501100,501100,450951.048,1,2,150299.8321123437
Jooken,1000,1000000,1401.865539132872,510099,510099,59933.245,1,1,123326.62593610097
Jooken,400,100000000,624.5943199661754,50010278,50010289,8740937.6325,2,2,14677837.007994954
Jooken,1000,1000000,1524.765429780696,500109,500109,53051.2435,1,1,121896.41486342906
Jooken,400,100000000,525.9151628524955,51000098,51000093,6779316.1525,2,1,12915884.564958844
Jooken,400,10000000000,532.2644321652492,5000100096,5000100100,873369816.545,8,2,1467670078.866425
Jooken,400,1000000,473.9581413001041,500273,500282,60143.47625,1,4,128063.9729627616
Jooken,800,1000000,1153.0292505039365,500109,500108,155057.7325,1,1,171045.7937400126
Jooken,1200,100000000,1574.194927185125,50010100,50010100,8824080.301666666,1,1,14722642.186946545
Jooken,1200,1000000,1440.2050640756268,500300,500300,174564.66458333333,1,2,171868.31919337378
Jooken,400,100000000,545.6193849450102,50000099,50000094,15500049.36875,1,2,17104457.939311504
Jooken,800,10000000000,921.1400740446802,6000000100,6000000100,1581166127.306875,3,3,1435326660.0543432
Jooken,600,100000000,946.5773536561408,50001099,50001099,35000750.655833334,1,1,22913336.214280378
Jooken,1200,1000000,1985.4848536637496,501096,501095,54070.10125,1,1,122339.48577100321
Jooken,400,10000000000,578.3202616875321,5100000196,5100000195,1088046974.415,5,2,1535605414.7099342
Jooken,1200,1000000,1567.2046430248897,500109,500109,450057.9725,1,1,150002.98108860783
Jooken,800,10000000000,1081.945650766662,6000000100,6000000100,1408675282.201875,1,1,1441666114.7792225
Jooken,600,10000000000,786.8965996099902,5010000100,5010000100,4008000051.0575,1,1,2004000000.5641668
Jooken,800,100000000,1076.656877319924,50001099,50001097,15500850.250625,1,1,17104639.154052373
Jooken,1200,1000000,1392.9344779692447,500309,500309,450156.9975,7,4,150002.2438017067
Jooken,1000,1000000,1117.2763154116437,500300,500300,174564.5495,3,3,171870.5599303428
Jooken,1200,1000000,2082.396767622854,600197,600200,147199.66041666668,2,1,163218.60455519494
Jooken,800,100000000,1314.1799896336695,50000179,50000198,5374442.965625,1,2,12259000.914305495
Jooken,600,100000000,727.4585177192063,50010200,50010200,40008098.053333335,1,2,20003996.43925058
Jooken,400,10000000000,550.9903140672276,5000100200,5000100200,4000080097.67,2,2,2000039997.4225008
Jooken,400,1000000,461.42912767473524,500209,500209,400107.58625,4,9,200005.28252689991
Jooken,800,100000000,881.2030651125998,50100100,50100100,45090049.66625,1,1,15030000.605444442
Jooken,400,10000000000,464.6190784646785,5100000180,5100000199,762667701.08375,4,5,1346141374.8951511
Jooken,600,10000000000,787.2696049716855,6000000299,6000000299,2643750148.2525,10,2,1841799820.8286636
Jooken,1000,10000000000,1153.7456564601487,6000000099,6000000098,1586915821.9995,3,1,1434757764.4207082
Jooken,400,100000000,548.1454942931294,51000197,51000196,18337597.08125,20,2,17289451.263640117
Jooken,400,1000000,566.4052423625769,500200,500200,450140.5925,2,1,150030.12117067174
Jooken,1000,1000000,1336.7887495374803,500300,500299,69180.726,2,1,135062.27035450324
Jooken,600,100000000,1106.9238036139996,50001289,50001298,6000195.6033333335,7,1,12806697.670754861
Jooken,600,10000000000,816.2444949934954,5000000200,5000000200,881608173.5175,2,1,1472141441.5368226
Jooken,1200,10000000000,1511.8766065347563,5000000099,5000000099,1550000050.4204166,1,1,1710445848.356577
Jooken,800,10000000000,875.97052164569,6000000300,6000000296,2643750152.2325,1,4,1841799818.8237872
Jooken,1000,10000000000,1283.7297228055872,5100000100,5100000100,957481300.0335,1,1,1483282862.276101
Jooken,600,1000000,854.3387673154103,500397,500398,76734.255,1,3,140373.98338750895
Jooken,1000,100000000,1218.898269261298,50100100,50100100,13632551.064,1,1,16825141.069192544
Jooken,1000,1000000,1284.7439309146023,510099,510100,108854.22,1,1,153559.38272278773
Jooken,800,10000000000,977.8577243942806,5100000200,5100000200,4590000097.705,2,2,1530000000.1391678
Jooken,800,1000000,1236.488591670752,500299,500300,77517.716875,1,2,140908.4450342419
Jooken,1200,100000000,1885.954449465083,60000099,60000100,20562550.732916668,1,1,19612356.51817757
Jooken,400,100000000,462.92034732993585,60000200,60000200,48000098.19375,2,4,23999998.78444277
Jooken,1000,1000000,1367.9882189962,501099,501100,53733.268,1,1,122031.5509937048
Jooken,600,100000000,974.019834514806,50000199,50000200,40000103.97333334,2,1,20000000.47216352
Jooken,800,100000000,1073.6958247651985,60000299,60000292,16845315.95125,2,3,16404296.678267838
Jooken,1200,100000000,1536.947942161575,50001198,50001199,9981468.099583333,2,1,15288046.404905004
Jooken,1000,10000000000,1178.1551225523222,5000000290,5000000293,689915921.2015,5,4,1350561437.839992
Jooken,400,1000000,575.3978059055366,501095,501100,60822.4575,3,1,128169.27516676215
Jooken,1000,10000000000,1459.390255721765,6000000200,6000000200,1461496195.365,1,2,1631158555.5455916
Jooken,400,100000000,650.7846372290799,50001299,50001299,35000851.79875,7,2,22913338.35196384
Jooken,400,100000000,667.665625989864,51000198,51000198,14262600.30375,1,1,17047498.13564969
Jooken,1200,100000000,1785.9419977703537,50000198,50000200,8816181.524583334,1,1,14721413.24350052
Jooken,800,1000000,973.2430629643204,500209,500209,450110.535625,5,2,150003.12315120304
Jooken,1200,10000000000,1312.7402919435754,5000100197,5000100200,1743840100.2495832,4,4,1718578318.3209724
Jooken,800,10000000000,1363.3846897048575,5001000297,5001000299,774183979.753125,1,1,1409081456.0797565
Jooken,1000,1000000,1715.5501819243839,500400,500400,350217.166,1,1,229173.17530074378
Jooken,800,1000000,1113.4442102411897,600295,600299,147250.1875,1,1,163214.6661197833
Jooken,800,1000000,939.5995876939152,500109,500109,174433.48875,4,1,171856.96627619542
Jooken,1000,10000000000,1205.98818885038,5000000098,5000000099,998046924.393,1,1,1528797911.3530507
Jooken,400,10000000000,464.32475745258165,5001000173,5001000196,600706860.4675,14,6,1280762273.9296453
Jooken,800,100000000,880.6053282639381,50100100,50100099,17527550.994375,1,2,17195851.7339018
Jooken,1200,1000000,1469.1084941191586,600300,600300,540152.19125,3,1,180000.56360749865
Jooken,800,10000000000,1109.2036613336631,5001000198,5001000199,1356950100.388125,1,3,1680330107.0383766
Jooken,1000,1000000,1289.8798142809499,500300,500300,350171.042,1,1,229175.97304026273
Jooken,800,100000000,849.6151834406832,51000197,51000200,10880566.975625,1,4,15356055.656457307
Jooken,1200,10000000000,1322.9268273343212,5000100300,5000100299,998137021.7933333,1,5,1528804442.7625554
Jooken,800,1000000,1081.3261627415652,500200,500198,155130.005625,1,1,171062.11978567712
Jooken,1000,10000000000,1311.5739194774437,5000100099,5000100098,768565444.735,1,1,1405744578.304895
Jooken,600,1000000,661.1167246363591,500300,500300,450190.48333333334,4,8,150029.87213567298
Jooken,600,1000000,648.6885973168476,501100,501100,175325.55,1,3,171959.1226784266
Jooken,1200,10000000000,1676.1092597033344,5100000200,5100000200,3570000100.2408333,1,2,2337113605.5498466
Jooken,1000,1000000,1283.88501498409,501098,501100,69939.8405,1,1,135110.77789848248
Jooken,1200,1000000,1745.5438023304869,600100,600100,205674.86375,1,1,196124.11666068382
Jooken,400,1000000,552.7573029612208,600289,600295,235151.07,18,2,192494.03837595883
Jooken,800,100000000,1251.0601462796453,51000295,51000293,14262649.7225,2,1,17047490.167573903
Jooken,800,1000000,1376.0594782712676,500200,500200,350121.4625,1,1,229174.85512291122
Jooken,1200,10000000000,2112.046279610092,5010000300,5010000299,780461479.8629167,1,1,1410582529.985339
Jooken,400,10000000000,456.82911698329286,5000000100,5000000097,873291065.64375,2,2,1467657432.758147
Jooken,1200,1000000,1635.2856415811038,500191,500193,77450.21166666667,2,2,140891.44513936443
Jooken,400,100000000,505.9673824270791,60000291,60000273,13799412.24625,1,9,14407138.86219098
Jooken,600,10000000000,1171.1200512705825,5010000300,5010000300,3507000149.4041667,1,1,2295870420.7097425
Jooken,1200,100000000,1358.1801169186228,51000096,51000100,7815039.080833334,2,1,13572481.975140559
Jooken,1200,100000000,2150.40691576067,50100299,50100297,5402164.5304166665,1,1,12233948.027741944
Jooken,1200,10000000000,1667.9481414967975,5100000099,5100000098,602601614.00375,1,1,1236218462.3577063
Jooken,800,10000000000,999.6833847179062,5001000100,5001000100,4000800050.815625,2,1,2000399999.3421876
Jooken,1200,1000000,1648.5198873528536,500109,500109,155057.53833333333,1,1,171045.83942196664
Jooken,800,10000000000,1286.814982357385,5010000200,5010000200,780461429.673125,1,1,1410582528.1087747
Jooken,600,100000000,852.119270348209,50010197,50010198,9989570.868333334,6,1,15288636.154011508
Jooken,1000,10000000000,1325.4257100995967,6000000200,6000000199,1898046974.157,2,1,1620750574.0629578
Jooken,400,100000000,472.5797329697792,50000195,50000193,17437599.93375,1,6,17185681.886377126
Jooken,600,10000000000,838.9187650825779,5100000300,5100000296,772083401.1983334,1,1,1351739071.9077494
Jooken,1000,10000000000,1649.852062791445,5010000293,5010000290,536825452.0785,1,1,1220308500.6580434
Jooken,1000,100000000,1202.2914331038205,50000198,50000197,9980569.233,1,3,15287980.582379688
Jooken,800,1000000,1090.7838862514623,500205,500201,135732.43375,3,1,168010.1897773521
Jooken,1000,1000000,1345.1904714964105,510199,510200,59982.035,1,1,123325.49091285132
Jooken,800,10000000000,1543.1117013963903,5000100295,5000100296,537504410.86625,2,1,1225913251.9536095
Jooken,1200,100000000,1706.7205171385142,60000300,60000300,48000151.391666666,4,1,24000002.00327667
Jooken,400,10000000000,683.8577739315863,5000000299,5000000294,773486484.65,1,3,1408915315.489386
Jooken,1000,100000000,1358.6298620016391,60000100,60000097,20562550.6435,1,3,19612356.615091324
Jooken,400,10000000000,553.9398707364377,5100000100,5100000099,3570000051.21625,1,3,2337113603.183364
Jooken,800,10000000000,1491.0441657344547,6000000198,6000000199,1236184488.904375,1,1,1427281883.198221
Jooken,1200,10000000000,2015.5660260304214,6000000300,6000000300,4200000152.10875,1,1,2749545418.4194717
Jooken,1200,10000000000,1885.8947066539718,5000100100,5000100100,773556129.2883333,1,1,1408931927.0018573
Jooken,1000,1000000,1176.4658493048216,500109,500109,99863.993,2,1,152880.2751744578
Jooken,1200,100000000,1602.6016930847497,50000100,50000100,5332732.642083333,1,1,12220485.960975371
Jooken,1200,1000000,1561.6272358376189,500300,500295,88311.8125,2,4,147213.54038368835
Jooken,1200,1000000,1700.7461079362254,500200,500198,60926.15708333333,1,2,128756.28898973533
Jooken,800,100000000,1024.7554341704927,50001198,50001198,15500898.79625,2,3,17104642.61390858
Jooken,800,1000000,1367.7879485194246,501091,501100,54492.590625,1,1,122721.76850648498
Jooken,600,100000000,1126.989483521728,51000300,51000300,35700152.74333333,1,2,23371139.988001462
Jooken,1000,100000000,1243.670959026808,60000200,60000200,23500101.002,1,1,19249999.480403956
Jooken,400,10000000000,430.52878886219776,6000000300,6000000300,4800000151.97125,5,9,2400000004.079376
Jooken,1000,1000000,1240.709955968372,500108,500108,87886.3755,1,1,147037.2037108585
Jooken,1200,1000000,1790.144933369171,500197,500199,88259.66875,3,1,147213.1850879896
Jooken,1000,100000000,1237.1042859690708,51000099,51000099,9574863.8095,1,1,14832828.26683596
Jooken,1200,100000000,1497.6733099604112,50010100,50010100,40008051.10791667,1,1,20003999.368562516
Jooken,1200,1000000,1764.2031330556017,500301,500306,88318.57625,2,2,147212.1635748414
Jooken,1200,10000000000,1397.851931133573,5010000300,5010000298,1007047024.6854167,4,2,1529453542.7316458
Jooken,800,10000000000,1318.2776373764023,6000000199,6000000195,1581166177.756875,1,1,1435326660.4039176
Jooken,1000,10000000000,1371.8705746117837,5001000100,5001000100,879073300.4405,1,1,1470479419.5880563
Jooken,400,1000000,469.0353983519773,500297,500294,99993.3,3,8,152883.4371599324
Jooken,600,10000000000,672.9453221393857,6000000100,6000000098,1898046925.9433334,1,2,1620750575.5030212
Jooken,400,10000000000,493.79462501955226,5010000172,5010000200,881166120.23875,8,5,1468927012.0531716
Jooken,1200,100000000,1511.0048345897947,50000295,50000297,8816230.245,1,1,14721413.861469673
Jooken,1000,1000000,1535.1170734104185,600191,600200,167127.65,4,1,164075.03150903096
Jooken,1200,100000000,1752.211640747269,50010300,50010300,40008153.790416665,1,2,20003998.382895414
Jooken,600,10000000000,668.3608665596746,5010000100,5010000100,4509000050.37,1,2,1503000000.3733337
Jooken,600,100000000,716.556254530911,50010185,50010199,6841481.3175,3,1,13457711.904189553
Jooken,800,100000000,1032.1084595423667,50000100,50000099,15500050.825625,1,1,17104457.691666562
Jooken,1200,100000000,1619.900808840929,60000099,60000100,23500049.855,1,1,19250000.264453895
Jooken,600,10000000000,661.4252223589943,5001000100,5001000100,4500900051.013333,2,4,1500299999.8877783
Jooken,400,10000000000,485.4980150237827,6000000297,6000000281,1660791169.60125,1,5,1640887190.0456088
Jooken,1000,1000000,1281.6896631758113,510196,510200,95848.0215,2,2,148326.0059057785
Jooken,600,10000000000,988.4974047221682,5010000293,5010000300,540201712.5283333,1,3,1223394755.8858387
Jooken,400,10000000000,531.7435400222719,5000000200,5000000200,4000000099.33875,1,4,2000000003.510001
Jooken,1200,1000000,2521.08892753922,500397,500400,135843.62291666667,2,1,168030.65938910987
Jooken,1200,1000000,1782.9951157855683,600297,600300,235147.56541666668,1,1,192498.29743221294
Jooken,1200,100000000,1440.0357344184201,50001199,50001199,17438501.251666665,1,2,17185780.796344865
Jooken,1000,100000000,1439.1756813980494,60000200,60000199,20562601.8665,1,2,19612357.248500384
Jooken,400,100000000,671.7737121533852,50010196,50010184,5256283.67,1,1,12144034.879583918
Jooken,600,100000000,740.5271978942941,50010100,50010100,45009051.795833334,3,1,15003000.301416935
Jooken,1000,100000000,1435.4436879860698,50010099,50010100,15508049.5325,2,1,17106271.190102752
Jooken,400,100000000,448.8467876386107,50001199,50001199,45001000.03,1,4,15000301.526776694
Jooken,1000,100000000,1466.7277467602032,50010200,50010200,40008100.0875,2,1,20004001.07133355
Jooken,400,100000000,492.8017795293142,50000200,50000200,40000101.47875,2,2,20000000.95195343
Jooken,1200,100000000,1833.1311716443515,50010100,50010094,5339667.15875,1,1,12221824.601363076
Jooken,1000,1000000,1101.86293969592,500299,500298,99952.043,3,3,152877.97673185027
Jooken,400,1000000,497.32917805961904,501197,501197,60871.98625,1,7,128171.3997798107
Jooken,600,100000000,697.0460731657787,51000100,51000100,18337550.109166667,3,2,17289451.784350667
Jooken,1200,10000000000,1457.8695655940871,5100000290,5100000300,687342558.645,1,3,1298036328.686123
Jooken,1200,10000000000,1545.2668515715832,5001000300,5001000300,4000800151.7683334,1,2,2000400000.6445851
Jooken,400,1000000,612.1189850787122,501197,501198,136428.4375,11,2,168252.9456943209
Jooken,400,10000000000,601.1576535257108,5000100300,5000100300,3500070150.085,2,1,2291333672.8868136
Jooken,600,1000000,731.9475105696279,500099,500098,68375.7475,4,1,134570.97101036963
Jooken,800,100000000,1324.3850377683907,50000094,50000098,5374394.911875,1,1,12259000.212533854
Jooken,600,10000000000,807.2991870995886,5000000200,5000000200,4000000098.6741667,1,3,1999999997.1412508
Jooken,1200,10000000000,2098.814226562138,5010000199,5010000195,540201660.88125,1,1,1223394754.4686704
Jooken,400,10000000000,642.1262765142772,5000100298,5000100299,873369915.66875,1,2,1467670083.2510583
Jooken,400,1000000,627.1823328279343,600289,600286,166224.43125,2,1,164086.94531458852
Jooken,600,10000000000,738.8540458239701,6000000095,6000000099,1571583302.625,2,1,1436223171.4850795
Jooken,1200,1000000,1614.9478248307062,500200,500200,400130.74041666667,1,1,200041.3899841077
Jooken,800,1000000,897.9301079675577,501298,501293,100853.55625,1,6,152945.24125585548
Jooken,400,1000000,450.5429623613394,500196,500199,155100.63,2,5,171040.59337577762
Jooken,400,1000000,657.8470964203142,500207,500209,155105.27375,3,1,171046.07709618425
Jooken,600,1000000,978.944614961003,600198,600198,235102.25083333332,8,1,192499.7156739491
Jooken,1200,1000000,1313.4459952898321,500400,500397,69399.18166666667,4,7,135179.09690877507
Jooken,600,1000000,797.3252650518468,600098,600098,122710.8575,1,2,142586.50234549036
Jooken,1000,100000000,1248.0146737234472,60000299,60000297,23500149.117,1,3,19249998.37260515
Jooken,400,1000000,669.0562714873936,501300,501300,400949.24625,1,2,200396.2916300614
Jooken,1000,10000000000,1194.623642557172,5001000200,5001000200,1744650098.132,1,2,1718669659.4395897
Jooken,400,1000000,534.1074181365643,600196,600195,138089.3975,1,2,144075.58100675663
Jooken,600,100000000,639.091203076359,51000297,51000299,18337648.75583333,2,2,17289452.15638258
Jooken,400,10000000000,500.5240449053762,5000100299,5000100290,1743840155.3625,29,4,1718578320.1149457
Jooken,400,10000000000,461.13024616315664,5100000100,5100000100,4080000049.455,2,1,2040000001.099375
Jooken,1200,1000000,1381.030869064616,600200,600200,540100.9154166667,4,2,179998.4187230009
Jooken,1200,100000000,1689.1070337343126,50001099,50001099,7735610.718333334,1,1,14089319.576811468
Jooken,800,10000000000,1458.0408853778285,6000000291,6000000294,2056250152.45375,2,1,1961235661.2334492
Jooken,600,1000000,833.108877172985,500298,500299,60169.168333333335,2,2,128077.15883428758
Jooken,1200,100000000,1767.9102151064499,60000200,60000199,20562598.840416666,1,1,19612357.993418843
Jooken,1000,10000000000,1445.8968388214066,6000000200,6000000200,4800000100.484,1,1,2399999999.5007505
Jooken,1000,1000000,1070.9853204950368,500200,500200,99944.8145,2,3,152885.97523982404
Jooken,1000,100000000,1603.3866546634708,50001199,50001199,35000800.956,1,1,22913336.539954185
Jooken,600,1000000,667.8333763519721,501100,501100,69264.08333333333,1,2,134629.7142698869
Jooken,600,10000000000,675.2600599493859,5000100299,5000100288,1743840150.0933332,8,7,1718578318.8659213
Jooken,1000,100000000,1258.576838949511,50010295,50010300,9989620.5065,4,3,15288629.999206837
Jooken,1200,10000000000,1562.043532464357,6000000199,6000000200,1676608173.1554167,1,1,1640620227.311316
Jooken,600,100000000,952.8373241039973,50001298,50001299,40000947.89083333,2,1,20000401.60393592
Jooken,1200,10000000000,1735.9469967731275,5010000292,5010000300,889558221.9333333,2,1,1473374123.94038
Jooken,400,1000000,544.7568006116082,500299,500300,174566.63125,1,1,171866.7866286278
Jooken,1000,100000000,1873.4180129457418,50100195,50100199,5368354.1245,1,1,12203085.93651713
Jooken,1000,10000000000,1442.105148214216,5001000281,5001000298,610718690.2695,1,1,1289021649.2450461
Jooken,400,100000000,422.8369236553214,50100097,50100096,10070519.425,2,6,15294535.858893916
Jooken,1200,100000000,2078.9337507212617,50001294,50001295,6083528.452083333,2,1,12875650.467337172
Jooken,1000,1000000,1155.4540614801842,600100,600100,264426.1165,2,1,184178.53778190044
Jooken,1000,100000000,1359.4049691503155,50100198,50100195,6178658.5685,1,1,12899090.080483519
Jooken,1200,100000000,1481.407072265359,50010200,50010200,13569600.470416667,1,1,16803301.56513672
Jooken,800,10000000000,888.8796829789571,5100000295,5100000291,1088047028.1775,8,10,1535605415.3487449
Jooken,1000,10000000000,1195.8744803426089,5100000100,5100000100,1833750049.5615,1,1,1728945218.0159438
Jooken,1000,100000000,1424.5472721152605,60000200,60000198,26437600.4245,2,1,18417998.44745568
Jooken,800,1000000,1109.9205117226418,510099,510096,84374.63875,1,1,142616.3470664461
Jooken,800,1000000,856.7823643513781,510199,510199,183477.334375,4,7,172893.82992188827
Jooken,400,100000000,553.2815845555025,50000184,50000193,6749279.525,3,1,13395842.980840322
Jooken,800,10000000000,1018.7466938364028,6000000288,6000000299,1684516746.425625,2,1,1640429536.4163628
Jooken,800,10000000000,1016.0118472756282,5100000100,5100000100,4080000049.96625,1,1,2040000001.114375
Jooken,600,100000000,984.2323535391786,50100300,50100297,13632650.9725,1,2,16825142.089041237
Jooken,600,10000000000,760.2567945994857,6000000197,6000000200,2643750101.5575,2,1,1841799815.3675244
Jooken,600,100000000,953.2701633201341,60000096,60000099,14551742.705833333,1,1,16304498.383901207
