target,capacity,avg_eff,max_p,max_w,mean,min_p,min_w,std
MaP,12139,0.5299999713897705,977.0,996.0,508.6600036621094,25.0,36.0,285.57666015625
MaP,21681,1.4700000286102295,984.0,980.0,495.6000061035156,2.0,7.0,299.3249816894531
MaP,7617,1.3300000429153442,984.0,980.0,495.2000122070313,2.0,7.0,298.9863586425781
MaP,17669,1.440000057220459,984.0,930.0,532.3499755859375,2.0,7.0,291.6790466308594
MaP,10177,1.3899999856948853,984.0,980.0,514.22998046875,1.0,7.0,306.0428771972656
MaP,17353,1.409999966621399,984.0,975.0,516.6300048828125,2.0,7.0,295.6563415527344
MaP,7617,1.350000023841858,984.0,980.0,508.8999938964844,2.0,7.0,302.2572326660156
MaP,22450,1.3899999856948853,984.0,979.0,520.4000244140625,1.0,7.0,302.63494873046875
MaP,7831,1.3300000429153442,984.0,980.0,516.77001953125,2.0,7.0,301.2236633300781
MaP,15162,1.409999966621399,984.0,979.0,525.97998046875,2.0,7.0,298.5189819335937
MaP,21138,1.3700000047683716,984.0,980.0,538.8099975585938,2.0,7.0,302.6210327148437
MaP,13786,0.6100000143051147,994.0,999.0,478.6099853515625,2.0,44.0,301.46044921875
MaP,5124,1.340000033378601,984.0,980.0,521.5800170898438,1.0,7.0,303.5726623535156
MaP,20945,1.3600000143051147,984.0,980.0,530.8800048828125,2.0,7.0,299.21649169921875
MaP,21016,1.3600000143051147,984.0,980.0,535.280029296875,1.0,7.0,306.4713439941406
MaP,22145,1.3899999856948853,984.0,979.0,511.1000061035156,1.0,7.0,301.00762939453125
MaP,7853,1.350000023841858,984.0,980.0,524.4000244140625,2.0,7.0,299.8580322265625
MaP,20526,1.350000023841858,984.0,980.0,523.719970703125,1.0,7.0,299.34344482421875
MaP,14961,1.409999966621399,984.0,979.0,521.9600219726562,2.0,7.0,300.2278747558594
MaP,14766,1.4600000381469729,984.0,975.0,512.5900268554688,1.0,7.0,301.42041015625
MaP,12767,1.3700000047683716,984.0,980.0,518.010009765625,1.0,7.0,300.4536437988281
MaP,21799,1.4900000095367432,984.0,975.0,509.3900146484375,2.0,7.0,297.4124450683594
MaP,16893,2.049999952316284,1000.0,993.0,509.1000061035156,2.0,3.0,295.523681640625
MaP,14733,1.4900000095367432,984.0,975.0,516.27001953125,1.0,7.0,304.6229553222656
MaP,14643,1.4900000095367432,984.0,930.0,514.6199951171875,1.0,7.0,302.57373046875
MaP,12575,1.4800000190734863,984.0,980.0,522.8099975585938,1.0,7.0,303.9721984863281
MaP,14500,1.5,984.0,975.0,509.7799987792969,2.0,7.0,298.3250427246094
MaP,19262,1.5,984.0,975.0,508.7999877929688,2.0,7.0,297.83282470703125
MaP,19389,1.4500000476837158,984.0,980.0,506.8800048828125,1.0,7.0,310.3987121582031
MaP,7829,1.309999942779541,984.0,980.0,519.5800170898438,1.0,7.0,305.5693664550781
MaP,20424,1.440000057220459,984.0,980.0,519.3200073242188,1.0,7.0,306.1108703613281
MaP,7813,1.340000033378601,984.0,980.0,524.97998046875,1.0,7.0,303.0461730957031
MaP,18739,1.5,984.0,975.0,501.2300109863281,1.0,7.0,302.6820373535156
MaP,20533,0.5799999833106995,977.0,980.0,482.7200012207031,1.0,44.0,292.3236389160156
MaP,10414,1.409999966621399,984.0,980.0,520.3800048828125,1.0,7.0,307.2105712890625
MaP,10114,1.3700000047683716,984.0,980.0,509.8299865722656,1.0,7.0,302.94024658203125
MaP,12619,1.4800000190734863,984.0,980.0,523.780029296875,1.0,7.0,305.0240783691406
MaP,18929,1.5,984.0,975.0,503.8399963378906,1.0,7.0,301.46343994140625
MaP,21576,0.4699999988079071,992.0,964.0,494.2900085449219,35.0,49.0,279.9148254394531
MaP,24409,1.350000023841858,1000.0,975.0,524.5900268554688,2.0,7.0,286.2796630859375
MiW,4410,4.03000020980835,998.0,1000.0,508.8800048828125,20.0,1.0,307.26202392578125
MiW,2294,9.729999542236328,995.0,990.0,524.8499755859375,23.0,1.0,288.2310791015625
MiW,15579,1.690000057220459,927.0,990.0,483.1499938964844,80.0,4.0,296.6443176269531
MiW,7037,4.650000095367432,975.0,986.0,461.5299987792969,17.0,4.0,295.0415344238281
MiW,4296,1.4800000190734863,998.0,964.0,529.5599975585938,17.0,10.0,287.31707763671875
MiW,3507,3.740000009536743,966.0,956.0,470.8699951171875,25.0,4.0,289.38873291015625
MiW,5422,3.759999990463257,975.0,986.0,479.5,25.0,4.0,299.91900634765625
MiW,7068,3.7799999713897705,975.0,945.0,473.6799926757813,25.0,4.0,297.46929931640625
MiW,1841,3.7100000381469727,975.0,986.0,482.489990234375,17.0,4.0,303.3446350097656
MiW,12729,4.130000114440918,984.0,986.0,469.739990234375,17.0,4.0,295.7384948730469
MiW,5564,3.7899999618530273,975.0,986.0,486.1099853515625,25.0,4.0,299.2832946777344
MiW,1855,3.7799999713897705,975.0,986.0,485.9299926757813,25.0,4.0,295.8709716796875
MiW,2331,1.6299999952316284,987.0,990.0,506.7699890136719,23.0,1.0,293.6345520019531
MiW,5385,3.5299999713897705,975.0,956.0,473.8200073242188,25.0,4.0,291.98114013671875
MiW,5316,3.7699999809265137,975.0,986.0,473.7200012207031,25.0,4.0,299.1808166503906
MiW,4438,3.150000095367432,995.0,986.0,532.2000122070312,31.0,4.0,313.0003967285156
MiW,14584,2.369999885559082,984.0,986.0,496.1700134277344,41.0,6.0,291.4253234863281
MiW,9301,2.7100000381469727,984.0,990.0,465.9800109863281,17.0,4.0,292.7281188964844
MiW,5652,3.289999961853028,975.0,971.0,495.8200073242188,25.0,4.0,315.6752319335937
MiW,12914,2.299999952316284,984.0,986.0,467.7300109863281,17.0,4.0,287.7557678222656
MiW,8948,2.190000057220459,984.0,986.0,457.1900024414063,17.0,4.0,286.11346435546875
MiW,1791,4.019999980926514,975.0,971.0,483.0299987792969,25.0,4.0,309.7650451660156
MiW,7068,5.710000038146973,975.0,986.0,485.4700012207031,25.0,4.0,309.028076171875
MiW,10970,1.6299999952316284,975.0,987.0,478.2300109863281,56.0,4.0,281.2144470214844
MiW,11964,1.9700000286102293,975.0,964.0,453.6900024414063,25.0,4.0,286.8140869140625
MiW,12724,1.7699999809265137,995.0,986.0,517.9500122070312,31.0,4.0,306.3333740234375
MiW,13889,3.990000009536743,984.0,971.0,488.1300048828125,41.0,4.0,304.1201171875
MiW,5428,6.119999885559082,975.0,971.0,509.510009765625,41.0,4.0,306.4129943847656
MiW,6952,6.139999866485596,984.0,971.0,494.7200012207031,41.0,4.0,306.4746398925781
MiW,8361,6.239999771118164,984.0,971.0,483.0799865722656,41.0,4.0,316.6552734375
MiW,3338,4.920000076293945,975.0,964.0,463.739990234375,41.0,4.0,295.67791748046875
MiW,4852,3.549999952316284,984.0,964.0,460.7799987792969,41.0,4.0,295.6678771972656
MiW,10054,3.5299999713897705,984.0,964.0,465.6499938964844,41.0,4.0,298.78521728515625
MiW,12313,4.679999828338623,984.0,986.0,489.1799926757813,41.0,4.0,303.23406982421875
MiW,8158,1.7699999809265137,978.0,964.0,475.4299926757813,17.0,4.0,271.7490539550781
MiW,8714,4.809999942779541,984.0,971.0,502.6400146484375,41.0,4.0,308.8086853027344
MiW,5048,3.509999990463257,984.0,964.0,472.989990234375,41.0,4.0,300.8248596191406
MiW,3244,4.980000019073486,984.0,964.0,473.0400085449219,41.0,4.0,301.2257385253906
MiW,15659,3.369999885559082,984.0,986.0,478.7200012207031,41.0,4.0,307.5042419433594
MiW,3461,4.039999961853027,975.0,971.0,478.9100036621094,25.0,4.0,306.725341796875
MiW,6730,3.640000104904175,984.0,971.0,493.3599853515625,41.0,4.0,305.6153259277344
MiW,13130,3.5899999141693115,984.0,971.0,468.4800109863281,41.0,4.0,300.7848815917969
MiW,12674,5.039999961853027,984.0,971.0,480.5799865722656,41.0,4.0,307.3829345703125
MiW,13317,4.880000114440918,984.0,971.0,491.3900146484375,41.0,4.0,307.80889892578125
MiW,13838,2.180000066757202,984.0,971.0,488.8200073242188,41.0,4.0,305.2617492675781
MiW,6696,0.4900000095367431,892.0,987.0,477.2999877929688,26.0,25.0,263.3280029296875
MiW,6410,4.789999961853027,975.0,971.0,453.2799987792969,25.0,4.0,303.87384033203125
MiW,6929,3.539999961853028,984.0,971.0,485.2699890136719,41.0,4.0,306.7108764648437
MiW,13185,3.299999952316284,984.0,971.0,469.2699890136719,41.0,4.0,295.145751953125
MiW,12376,2.0899999141693115,984.0,971.0,481.8200073242188,41.0,4.0,300.14227294921875
MiW,1730,4.099999904632568,975.0,971.0,482.6400146484375,25.0,4.0,309.3078918457031
MiW,12283,2.809999942779541,984.0,971.0,497.6700134277344,41.0,4.0,306.7218017578125
MiW,1684,4.880000114440918,975.0,971.0,486.260009765625,25.0,4.0,309.1116943359375
MiW,6479,6.199999809265137,975.0,971.0,466.739990234375,25.0,4.0,306.7144470214844
MiW,8767,4.889999866485596,984.0,971.0,505.2000122070313,41.0,4.0,310.4725036621094
MiW,3457,4.059999942779541,975.0,971.0,485.2300109863281,25.0,4.0,307.8123779296875
MiW,7774,1.7999999523162842,993.0,945.0,492.6799926757813,25.0,1.0,293.31695556640625
MiW,8310,4.800000190734863,984.0,971.0,486.6900024414063,41.0,4.0,306.652099609375
MiW,6228,6.289999961853027,984.0,971.0,481.8500061035156,41.0,4.0,311.0312194824219
MiW,15396,3.400000095367432,984.0,986.0,479.1400146484375,41.0,4.0,304.00421142578125
MiW,10378,2.0799999237060547,984.0,971.0,477.3200073242188,41.0,4.0,297.390380859375
MiW,6228,6.320000171661377,984.0,971.0,483.239990234375,41.0,4.0,310.01043701171875
MiW,1681,4.159999847412109,984.0,971.0,496.9200134277344,41.0,4.0,308.2135009765625
MiW,11950,2.900000095367432,984.0,971.0,499.7699890136719,41.0,4.0,306.6524963378906
MiW,6221,6.329999923706055,984.0,971.0,483.0499877929688,41.0,4.0,310.0506591796875
MiW,13533,2.8299999237060547,984.0,971.0,491.3500061035156,41.0,4.0,302.3099975585937
MiW,6473,4.170000076293945,975.0,971.0,480.4100036621094,25.0,4.0,306.40576171875
MiW,3869,2.059999942779541,984.0,990.0,458.5199890136719,17.0,4.0,284.9600830078125
MiW,8357,2.7100000381469727,984.0,971.0,488.5199890136719,41.0,6.0,302.41387939453125
MiW,8422,2.7100000381469727,984.0,971.0,489.9500122070313,41.0,6.0,301.6048583984375
MiW,11938,2.8299999237060547,984.0,971.0,492.260009765625,41.0,4.0,304.37762451171875
MiW,11938,2.8299999237060547,984.0,971.0,492.8699951171875,41.0,4.0,304.4275817871094
MiW,5718,2.430000066757202,993.0,956.0,480.1600036621094,25.0,4.0,294.08428955078125
MiW,8265,9.739999771118164,955.0,990.0,492.9200134277344,23.0,1.0,288.1644897460937
MPW,22763,1.2000000476837158,974.0,983.0,486.739990234375,23.0,17.0,296.0932922363281
MPW,4841,1.2899999618530271,977.0,987.0,497.260009765625,9.0,59.0,332.700927734375
MPW,2342,2.069999933242798,957.0,987.0,463.4200134277344,9.0,12.0,282.7173767089844
Default,25733,0.5899999737739563,999.0,979.0,552.22998046875,3.0,26.0,283.36004638671875
Default,22067,1.149999976158142,943.0,963.0,528.72998046875,18.0,13.0,271.8480529785156
Default,4459,1.409999966621399,943.0,971.0,495.9700012207031,3.0,13.0,279.0455017089844
Default,16168,1.2599999904632568,943.0,932.0,502.3500061035156,3.0,13.0,273.48583984375
MaP,16543,1.909999966621399,990.0,989.0,534.25,6.0,8.0,284.119384765625
MaP,14094,0.5099999904632568,984.0,974.0,470.4800109863281,9.0,25.0,283.1550598144531
MaP,14080,2.140000104904175,984.0,946.0,513.510009765625,6.0,8.0,292.7480773925781
MaP,22779,0.6700000166893005,980.0,986.0,531.469970703125,9.0,57.0,297.462890625
MaP,25279,0.8100000023841858,1000.0,998.0,543.8800048828125,6.0,55.0,293.885986328125
MaP,24066,0.7200000286102295,1000.0,989.0,530.280029296875,6.0,8.0,308.2332458496094
MaP,16320,1.9600000381469729,1000.0,991.0,544.3499755859375,6.0,8.0,291.2544250488281
MaP,16003,1.059999942779541,990.0,946.0,493.0700073242188,6.0,25.0,287.615478515625
MaP,17403,0.3100000023841858,968.0,989.0,488.1499938964844,6.0,109.0,274.9842529296875
MaP,22509,0.6100000143051147,1000.0,998.0,534.1500244140625,7.0,55.0,287.99822998046875
MaP,17984,0.6200000047683716,1000.0,998.0,545.9299926757812,6.0,56.0,308.9764709472656
MaP,12511,0.4399999976158142,984.0,974.0,496.9700012207031,9.0,56.0,296.3340759277344
MaP,10862,1.2200000286102295,954.0,979.0,496.0400085449219,4.0,25.0,291.60455322265625
MaP,9437,2.009999990463257,984.0,946.0,484.3900146484375,6.0,8.0,293.6903686523437
MaP,14990,1.7100000381469729,990.0,989.0,534.0,9.0,8.0,291.1262512207031
MaP,11340,1.1399999856948853,977.0,969.0,471.3200073242188,4.0,25.0,301.6767883300781
MaP,14813,1.9600000381469729,990.0,989.0,544.6199951171875,6.0,8.0,303.6725158691406
MaP,10130,1.1299999952316284,1000.0,998.0,535.52001953125,6.0,25.0,308.3780822753906
MaP,13117,0.4799999892711639,990.0,989.0,532.3800048828125,9.0,57.0,307.4300231933594
MaP,20178,0.7799999713897705,990.0,946.0,518.1699829101562,6.0,25.0,298.4393005371094
MaP,10971,0.4300000071525574,1000.0,998.0,550.7000122070312,6.0,56.0,311.20770263671875
MaP,16410,0.4099999964237213,990.0,998.0,535.530029296875,6.0,56.0,312.96368408203125
MaP,12938,0.4799999892711639,990.0,998.0,509.6099853515625,6.0,56.0,309.8350830078125
MaP,17138,1.2400000095367432,1000.0,998.0,508.6099853515625,6.0,33.0,288.1190795898437
MaP,19271,0.3899999856948852,990.0,998.0,528.0900268554688,6.0,56.0,316.6361999511719
MaP,19146,0.3300000131130218,990.0,998.0,521.5900268554688,6.0,56.0,307.63140869140625
MaP,16961,0.3899999856948852,990.0,998.0,535.1599731445312,6.0,56.0,317.6155700683594
MaP,16374,0.4199999868869781,990.0,998.0,526.6699829101562,6.0,56.0,313.94873046875
MaP,22302,0.3700000047683716,990.0,998.0,541.3800048828125,6.0,56.0,309.3353271484375
MaP,9750,0.3400000035762787,980.0,986.0,473.9400024414063,6.0,59.0,286.0801696777344
MaP,5448,0.4099999964237213,1000.0,998.0,533.5900268554688,6.0,56.0,313.78173828125
MaP,10916,0.4900000095367431,990.0,998.0,540.9299926757812,6.0,56.0,315.3660888671875
MaP,11042,0.4199999868869781,1000.0,998.0,542.0800170898438,6.0,56.0,319.1726989746094
MaP,8158,0.4699999988079071,1000.0,998.0,538.7899780273438,6.0,56.0,323.4908752441406
MaP,8817,0.8299999833106995,978.0,977.0,494.6099853515625,4.0,31.0,276.8975830078125
MaP,10893,0.4300000071525574,1000.0,998.0,537.989990234375,6.0,56.0,317.1966857910156
MaP,13241,0.4399999976158142,990.0,998.0,508.9500122070313,6.0,56.0,311.4678955078125
MaP,13412,0.4399999976158142,1000.0,998.0,514.9099731445312,6.0,56.0,314.6592712402344
MaP,12427,0.6800000071525574,984.0,969.0,504.6099853515625,6.0,32.0,299.9449157714844
MaP,13720,0.4000000059604645,990.0,998.0,531.4099731445312,6.0,56.0,311.0044860839844
MaP,13645,0.4099999964237213,990.0,998.0,533.4400024414062,6.0,56.0,309.1994934082031
MaP,8127,0.4300000071525574,1000.0,998.0,537.6099853515625,6.0,56.0,317.462158203125
MaP,22081,0.7900000214576721,990.0,986.0,515.3800048828125,9.0,25.0,301.4609680175781
MaP,21952,0.449999988079071,990.0,998.0,531.1099853515625,6.0,56.0,310.9091491699219
MaP,13645,0.4300000071525574,1000.0,998.0,533.469970703125,6.0,56.0,318.6058044433594
MaP,13713,0.8999999761581421,1000.0,998.0,510.7699890136719,7.0,56.0,302.5335388183594
MaP,21406,0.4900000095367431,1000.0,998.0,536.469970703125,6.0,56.0,321.7380065917969
MaP,10916,0.4399999976158142,1000.0,998.0,538.6099853515625,6.0,56.0,321.176025390625
MaP,13336,0.4600000083446502,1000.0,998.0,523.4299926757812,6.0,56.0,317.6790771484375
MaP,18611,0.4900000095367431,1000.0,998.0,532.530029296875,6.0,56.0,321.6049499511719
MaP,21788,0.449999988079071,1000.0,998.0,534.27001953125,6.0,56.0,320.001953125
MaP,10874,0.4399999976158142,1000.0,998.0,542.5800170898438,6.0,56.0,318.6716003417969
MaP,13385,0.4699999988079071,1000.0,998.0,524.530029296875,6.0,56.0,321.7034912109375
MaP,21292,0.4900000095367431,1000.0,998.0,528.219970703125,6.0,56.0,323.5519104003906
MaP,13470,0.4300000071525574,1000.0,998.0,526.4000244140625,6.0,56.0,319.8206481933594
MaP,21466,0.449999988079071,1000.0,998.0,539.7899780273438,6.0,56.0,319.0950012207031
MaP,21267,1.7400000095367432,977.0,986.0,529.1699829101562,6.0,8.0,283.6537475585937
MaP,16374,0.4399999976158142,1000.0,998.0,539.6099853515625,6.0,56.0,317.70465087890625
MaP,16460,0.4399999976158142,1000.0,998.0,541.9000244140625,6.0,56.0,317.1978759765625
MaP,13385,0.4699999988079071,1000.0,998.0,529.1500244140625,6.0,56.0,320.1123352050781
MaP,18784,0.5199999809265137,1000.0,998.0,533.280029296875,6.0,56.0,323.3066101074219
MaP,18254,0.5699999928474426,1000.0,998.0,530.1599731445312,6.0,56.0,325.1775817871094
MaP,5536,0.4799999892711639,1000.0,998.0,550.9000244140625,6.0,56.0,321.6026306152344
MaP,13664,0.449999988079071,1000.0,998.0,533.989990234375,6.0,56.0,321.5146179199219
MaP,8152,0.4300000071525574,1000.0,998.0,540.739990234375,6.0,56.0,318.2391662597656
MaP,18552,0.5199999809265137,1000.0,998.0,542.989990234375,6.0,56.0,322.0206298828125
MaP,8079,0.4300000071525574,1000.0,998.0,536.8900146484375,6.0,56.0,319.1054077148437
MaP,21650,0.8600000143051147,1000.0,998.0,508.5,6.0,25.0,295.45037841796875
MaP,16460,0.4399999976158142,1000.0,998.0,540.7000122070312,6.0,56.0,318.456298828125
MaP,13386,0.4699999988079071,1000.0,998.0,527.8699951171875,6.0,56.0,322.9635925292969
MaP,22157,0.9100000262260436,1000.0,943.0,519.280029296875,9.0,25.0,306.2381896972656
MaP,16398,0.4300000071525574,1000.0,998.0,537.2899780273438,6.0,56.0,319.705322265625
MaP,11988,0.8999999761581421,1000.0,998.0,519.489990234375,6.0,56.0,304.1399230957031
MaP,19240,0.6299999952316284,990.0,974.0,507.30999755859375,6.0,25.0,280.0054931640625
MiW,2180,0.6000000238418579,997.0,970.0,472.6799926757813,11.0,50.0,295.79595947265625
MiW,4393,2.180000066757202,992.0,998.0,523.75,9.0,6.0,300.86297607421875
MiW,9665,2.430000066757202,964.0,998.0,484.4200134277344,65.0,6.0,307.14923095703125
MiW,11417,2.7100000381469727,964.0,998.0,479.2200012207031,52.0,6.0,313.4960021972656
MiW,8394,2.240000009536743,975.0,998.0,504.3500061035156,9.0,6.0,304.9952697753906
MiW,6104,2.200000047683716,964.0,998.0,501.6000061035156,65.0,6.0,298.45672607421875
MiW,2088,2.1700000762939453,964.0,998.0,503.5700073242188,65.0,6.0,295.25909423828125
MiW,4480,2.440000057220459,967.0,993.0,529.6500244140625,65.0,6.0,301.3989562988281
MiW,1975,2.2699999809265137,964.0,998.0,494.1499938964844,65.0,6.0,302.5575561523437
MiW,6247,2.390000104904175,964.0,998.0,502.3500061035156,65.0,6.0,305.9233093261719
MiW,8211,2.190000057220459,964.0,998.0,503.6000061035156,65.0,6.0,298.4057922363281
MiW,3974,2.390000104904175,964.0,998.0,492.1099853515625,65.0,6.0,304.85595703125
MiW,7308,0.9200000166893004,964.0,998.0,554.8599853515625,9.0,6.0,285.9222717285156
MiW,3907,2.440000057220459,964.0,998.0,483.2999877929688,65.0,6.0,305.4521789550781
MiW,7893,2.5199999809265137,964.0,998.0,481.7300109863281,52.0,6.0,302.84832763671875
MiW,7534,2.539999961853028,964.0,998.0,484.1499938964844,65.0,6.0,310.8122253417969
MiW,11208,2.369999885559082,964.0,998.0,471.9100036621094,65.0,6.0,305.6714172363281
MiW,5618,2.369999885559082,964.0,998.0,478.9599914550781,65.0,6.0,310.6810913085937
MiW,8948,2.990000009536743,964.0,998.0,465.9299926757813,65.0,6.0,314.5586853027344
MiW,7605,2.380000114440918,964.0,998.0,485.739990234375,65.0,6.0,311.793701171875
MiW,5591,2.559999942779541,964.0,998.0,484.9100036621094,65.0,6.0,313.0919494628906
MiW,3764,2.5199999809265137,964.0,998.0,471.0799865722656,65.0,6.0,308.8450927734375
MiW,3857,2.430000066757202,964.0,998.0,480.6600036621094,65.0,6.0,308.5142517089844
MiW,4003,1.3799999952316284,992.0,993.0,456.7000122070313,59.0,50.0,291.6091613769531
MiW,7605,2.390000104904175,964.0,998.0,489.0400085449219,65.0,6.0,310.0368347167969
MiW,5520,2.569999933242798,964.0,998.0,479.8599853515625,65.0,6.0,317.1500244140625
MiW,10856,2.640000104904175,964.0,998.0,473.9400024414063,65.0,6.0,308.3573913574219
MiW,9469,2.4800000190734863,964.0,998.0,492.4599914550781,65.0,6.0,314.415283203125
MiW,11010,2.5,964.0,998.0,488.4800109863281,65.0,6.0,310.83331298828125
MiW,13266,2.319999933242798,964.0,998.0,472.5700073242188,65.0,6.0,308.4825439453125
MiW,16517,2.549999952316284,964.0,998.0,482.4800109863281,65.0,6.0,312.6680603027344
MiW,1857,2.5999999046325684,964.0,998.0,482.30999755859375,65.0,6.0,313.2290344238281
MiW,3638,2.619999885559082,964.0,998.0,477.5899963378906,65.0,6.0,314.7522277832031
MiW,5285,2.4800000190734863,964.0,998.0,474.9800109863281,65.0,6.0,311.564697265625
MiW,2099,0.7400000095367432,997.0,993.0,470.1499938964844,14.0,50.0,296.6228332519531
MiW,3448,2.650000095367432,964.0,998.0,470.8500061035156,65.0,6.0,314.4203491210937
MiW,7379,2.359999895095825,964.0,998.0,485.1300048828125,65.0,6.0,314.18243408203125
MiW,10958,2.359999895095825,964.0,998.0,483.1099853515625,65.0,6.0,314.3734436035156
MiW,5514,2.549999952316284,964.0,998.0,482.7900085449219,65.0,6.0,312.8047180175781
MiW,5476,2.5899999141693115,964.0,998.0,482.0,65.0,6.0,314.33453369140625
MiW,16665,2.3399999141693115,964.0,998.0,474.2099914550781,65.0,6.0,309.8988952636719
MiW,13042,2.3499999046325684,964.0,998.0,487.1499938964844,65.0,6.0,313.4943542480469
MiW,7390,2.5999999046325684,964.0,998.0,487.3800048828125,65.0,6.0,315.9950561523437
MiW,10958,2.369999885559082,964.0,998.0,483.6900024414063,65.0,6.0,314.3727111816406
MiW,7073,2.6600000858306885,964.0,998.0,483.1000061035156,65.0,6.0,312.46002197265625
MiW,22697,3.039999961853028,992.0,970.0,494.4800109863281,69.0,5.0,311.28277587890625
MiW,11110,2.319999933242798,964.0,998.0,472.5700073242188,65.0,6.0,309.5028076171875
MiW,9132,2.6600000858306885,964.0,998.0,483.4500122070313,65.0,6.0,313.91485595703125
MiW,7305,2.6700000762939453,964.0,998.0,490.8599853515625,65.0,6.0,313.47418212890625
MiW,9095,2.3399999141693115,964.0,998.0,479.7900085449219,65.0,6.0,308.7322692871094
MiW,13048,2.569999933242798,964.0,998.0,487.7300109863281,65.0,6.0,311.3435974121094
MiW,7273,2.359999895095825,964.0,998.0,479.0199890136719,65.0,6.0,309.4654846191406
MiW,9355,2.319999933242798,964.0,998.0,483.8299865722656,65.0,6.0,309.4185791015625
MiW,10782,2.5899999141693115,964.0,998.0,478.0499877929688,65.0,6.0,311.2268981933594
MiW,7060,2.609999895095825,964.0,998.0,480.4500122070313,65.0,6.0,313.90899658203125
MiW,7210,2.690000057220459,964.0,998.0,488.25,65.0,6.0,312.92840576171875
MiW,6631,1.090000033378601,992.0,998.0,540.280029296875,9.0,6.0,297.6672058105469
MiW,9095,2.6600000858306885,964.0,998.0,490.05999755859375,65.0,6.0,311.3629455566406
MiW,9014,2.8299999237060547,964.0,998.0,488.260009765625,65.0,6.0,314.34002685546875
MiW,7126,2.5999999046325684,964.0,998.0,476.3399963378906,65.0,6.0,312.00445556640625
MiW,7126,2.619999885559082,964.0,998.0,478.6499938964844,65.0,6.0,312.3744812011719
MiW,8627,2.549999952316284,964.0,998.0,469.260009765625,65.0,6.0,311.45672607421875
MiW,8662,2.4100000858306885,964.0,998.0,469.5799865722656,65.0,6.0,308.70819091796875
MiW,10838,2.299999952316284,964.0,998.0,469.2200012207031,65.0,6.0,309.0536499023437
MiW,10838,2.309999942779541,964.0,998.0,472.3699951171875,65.0,6.0,307.4052734375
MiW,8733,2.640000104904175,964.0,998.0,478.8900146484375,65.0,6.0,309.4457397460937
MiW,3583,2.619999885559082,964.0,998.0,485.6700134277344,65.0,6.0,312.1195678710937
MiW,8728,1.2400000095367432,975.0,989.0,498.6400146484375,9.0,22.0,314.78436279296875
MiW,15835,2.470000028610229,964.0,998.0,460.4800109863281,65.0,6.0,312.82440185546875
MiW,9068,2.4600000381469727,964.0,998.0,488.0899963378906,65.0,6.0,309.892578125
MiW,8655,2.5799999237060547,964.0,998.0,471.75,65.0,6.0,311.56463623046875
MiW,8655,2.650000095367432,964.0,998.0,479.0199890136719,65.0,6.0,312.3596496582031
MiW,8923,1.0199999809265137,964.0,998.0,515.1300048828125,9.0,6.0,300.5091247558594
MiW,12198,2.4800000190734863,964.0,998.0,489.3999938964844,63.0,6.0,312.1822814941406
MaP,15464,0.6299999952316284,998.0,959.0,497.6099853515625,3.0,9.0,272.61590576171875
MaP,11633,0.4399999976158142,998.0,959.0,477.7799987792969,3.0,9.0,277.53082275390625
MaP,16128,0.5199999809265137,993.0,959.0,471.6400146484375,3.0,54.0,272.7615966796875
MaP,19738,0.6600000262260437,999.0,972.0,500.6300048828125,3.0,69.0,282.9811096191406
MaP,24219,1.149999976158142,958.0,982.0,503.8299865722656,3.0,9.0,266.92236328125
MaP,18768,0.449999988079071,998.0,959.0,486.3800048828125,3.0,9.0,276.9317932128906
MaP,23246,0.5600000023841858,998.0,959.0,502.9500122070313,3.0,9.0,267.0267944335937
MaP,7030,0.449999988079071,941.0,959.0,486.989990234375,3.0,9.0,269.6230773925781
MaP,14198,0.550000011920929,998.0,959.0,506.739990234375,3.0,9.0,283.4737548828125
MaP,13792,0.6000000238418579,999.0,972.0,499.1700134277344,3.0,9.0,306.4881896972656
MaP,15767,0.8799999952316284,968.0,972.0,492.2799987792969,3.0,45.0,277.7801208496094
MaP,11748,0.3499999940395355,998.0,959.0,486.3599853515625,3.0,9.0,281.00054931640625
MaP,18136,3.450000047683716,990.0,990.0,475.2000122070313,3.0,3.0,266.2858581542969
MaP,20833,0.5600000023841858,999.0,967.0,497.7999877929688,3.0,9.0,294.1451416015625
MaP,16534,0.4099999964237213,998.0,959.0,494.0799865722656,3.0,9.0,278.3633728027344
MaP,17517,0.550000011920929,999.0,959.0,494.4200134277344,3.0,9.0,291.3591613769531
MaP,9233,0.4300000071525574,941.0,959.0,478.2000122070313,3.0,9.0,264.1506652832031
MaP,11325,0.800000011920929,998.0,972.0,498.7900085449219,3.0,9.0,300.2489624023437
MaP,19711,0.4600000083446502,999.0,959.0,482.1099853515625,3.0,9.0,282.3355407714844
MaP,18220,0.7599999904632568,999.0,972.0,498.3500061035156,3.0,9.0,301.8495788574219
MaP,9487,0.4199999868869781,941.0,959.0,484.55999755859375,3.0,9.0,274.0639953613281
MaP,22891,0.6700000166893005,998.0,959.0,483.1799926757813,3.0,9.0,289.1535339355469
MaP,16503,0.5199999809265137,998.0,959.0,494.5799865722656,3.0,9.0,279.2060241699219
MaP,12472,1.059999942779541,999.0,974.0,488.5199890136719,14.0,45.0,296.60662841796875
MaP,12063,0.5099999904632568,999.0,967.0,521.4500122070312,3.0,9.0,299.0227966308594
MaP,13752,0.7799999713897705,999.0,972.0,503.0,3.0,9.0,303.8278503417969
